requested_density,effective_density,density_index,run_index,comparison_mode,pv_speed_graph_ppo,pv_speed_comparison,pv_speed_delta,pv_speed_ratio,priority_time_loss_delta,background_flow_delta,background_flow_ratio,all_speed_delta,priority_stopped_delta
0.3,0.3,0,0,baseline1_hdv,5.843,2.4445,3.3985,2.390263857639599,-0.5664166666666666,-0.029346624999998294,0.9600814174290859,-0.0949900000000019,-0.0295
0.3,0.3,0,0,baseline2_matched,5.843,3.656,2.187,1.598194748358862,-0.36449999999999994,-0.022631624999997713,0.9689316793122934,-0.07361624999999972,-0.002
0.3,0.3,0,0,graph_noop,5.843,2.526,3.317,2.313143309580364,-0.5528333333333333,-0.030769999999997855,0.958226159459115,-0.09980249999999957,-0.043
0.3,0.3,0,0,left_if_safe,5.843,5.843,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3,0.3,0,1,baseline1_hdv,5.8935,2.5125,3.3810000000000002,2.3456716417910446,-0.5635000000000001,-0.029987750000000646,0.9591856872424769,-0.09714166666667179,-0.0265
0.3,0.3,0,1,baseline2_matched,5.8935,3.7075,2.1860000000000004,1.589615643964936,-0.3643333333333334,-0.025635124999998427,0.964901828970673,-0.08362875000000436,-0.002
0.3,0.3,0,1,graph_noop,5.8935,2.572,3.3215000000000003,2.2914074650077763,-0.5535833333333333,-0.0316752499999986,0.9569877324345771,-0.10281624999999606,-0.049
0.3,0.3,0,1,left_if_safe,5.8935,4.237,1.6565000000000003,1.3909605853198017,-0.27608333333333335,0.0725461249999998,1.1147514501886062,0.24320083333332887,-0.215
0.3,0.3,0,2,baseline1_hdv,5.787,2.406,3.381,2.4052369077306732,-0.5635,-0.009908374999999303,0.9861380615285618,-0.03021041666665747,-0.205
0.3,0.3,0,2,baseline2_matched,5.787,3.4045,2.3825,1.6998090762226465,-0.39708333333333334,-0.009927625000000884,0.9861115045727222,-0.031106666666663063,-0.164
0.3,0.3,0,2,graph_noop,5.787,2.414,3.3729999999999998,2.397265948632974,-0.5621666666666666,-0.009998999999998759,0.9860130493814981,-0.030519166666664432,-0.235
0.3,0.3,0,2,left_if_safe,5.787,5.1775,0.6094999999999997,1.1177209077740222,-0.10158333333333336,0.002350749999999291,1.0033461162827888,0.008343750000002093,-0.041
0.3,0.3,0,3,baseline1_hdv,5.8615,2.4385,3.4230000000000005,2.4037318023375027,-0.5705000000000001,-0.02804512499999856,0.9617943432516745,-0.09063125000000083,-0.0325
0.3,0.3,0,3,baseline2_matched,5.8615,3.618,2.2435000000000005,1.6200939745715868,-0.3739166666666668,-0.02273974999999684,0.9687962906422877,-0.07392958333333599,-0.006
0.3,0.3,0,3,graph_noop,5.8615,2.568,3.2935000000000003,2.2825155763239877,-0.5489166666666668,-0.03110912499999896,0.957796440102176,-0.10095250000000755,-0.0455
0.3,0.3,0,3,left_if_safe,5.8615,5.8615,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3,0.3,0,4,baseline1_hdv,5.8655,2.4535,3.412,2.3906663949459954,-0.5686666666666668,-0.025874749999998503,0.9647328736409267,-0.08340583333332585,-0.0365
0.3,0.3,0,4,baseline2_matched,5.8655,3.666,2.1995,1.599972722313148,-0.36658333333333337,-0.02062137499999861,0.9716904865888009,-0.06690500000000066,-0.002
0.3,0.3,0,4,graph_noop,5.8655,2.5135,3.352,2.333598567734235,-0.5586666666666668,-0.028568124999999167,0.9612042412644837,-0.09243375000000098,-0.04
0.3,0.3,0,4,left_if_safe,5.8655,5.575,0.29049999999999976,1.0521076233183857,-0.04841666666666666,0.0017103749999987095,1.0024223053910484,0.005943333333336298,-0.008499999999999999
0.3,0.3,0,5,baseline1_hdv,5.8845,2.4785,3.406,2.3742182771837808,-0.5676666666666668,-0.03003999999999951,0.9591348602326184,-0.09729500000000035,-0.025
0.3,0.3,0,5,baseline2_matched,5.8845,3.632,2.2525,1.620181718061674,-0.3754166666666666,-0.023091874999996875,0.9682870455409295,-0.07509583333333092,-0.003
0.3,0.3,0,5,graph_noop,5.8845,2.4835,3.4010000000000002,2.3694382927320317,-0.5668333333333333,-0.03168250000000006,0.9569965593514838,-0.10277416666665795,-0.054
0.3,0.3,0,5,left_if_safe,5.8845,5.8845,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3,0.3,0,6,baseline1_hdv,5.874,2.4895,3.3844999999999996,2.3595099417553724,-0.5640833333333334,-0.026465624999999826,0.9638758835244855,-0.08539833333333391,-0.0445
0.3,0.3,0,6,baseline2_matched,5.874,3.553,2.3209999999999997,1.653250773993808,-0.38683333333333336,-0.022111000000001102,0.969639247221947,-0.07176916666667266,-0.005
0.3,0.3,0,6,graph_noop,5.874,2.4975,3.3764999999999996,2.3519519519519516,-0.56275,-0.03215950000000034,0.9564425792597218,-0.10438458333333189,-0.0525
0.3,0.3,0,6,left_if_safe,5.874,5.71,0.1639999999999997,1.0287215411558668,-0.02733333333333332,-0.0003921250000022969,0.999445019907276,-0.001170416666665286,-0.002
0.3,0.3,0,7,baseline1_hdv,5.866,2.4365,3.4294999999999995,2.407551816129694,-0.5715833333333332,-0.028708125000001194,0.9609775483913046,-0.09283583333333612,-0.0305
0.3,0.3,0,7,baseline2_matched,5.866,3.7445,2.1214999999999997,1.566564294298304,-0.35358333333333325,-0.02230900000000169,0.9694096857101943,-0.07259541666667158,-0.001
0.3,0.3,0,7,graph_noop,5.866,2.533,3.3329999999999997,2.3158310303987366,-0.5555,-0.030919000000000585,0.9580982679571644,-0.10028583333333696,-0.0495
0.3,0.3,0,7,left_if_safe,5.866,3.7015,2.1645,1.5847629339456977,-0.3607499999999999,0.09300949999999963,1.151489998304055,0.3118354166666668,-0.276
0.3,0.3,0,8,baseline1_hdv,5.8445,2.431,3.4135,2.404154668860551,-0.5689166666666666,-0.02736987500000232,0.9627018268625037,-0.08838833333333174,-0.032
0.3,0.3,0,8,baseline2_matched,5.8445,3.7025,2.142,1.5785280216070223,-0.357,-0.020455,0.9718598709619284,-0.06639833333332845,-0.0255
0.3,0.3,0,8,graph_noop,5.8445,2.573,3.2715,2.27147298872911,-0.5452499999999999,-0.030274000000000245,0.9589068731458061,-0.09818708333333426,-0.0335
0.3,0.3,0,8,left_if_safe,5.8445,5.842,0.002500000000000391,1.00042793563848,-0.0004166666666667318,8.487499999976222e-05,1.0001201586164519,0.00028500000000519776,0.0
0.3,0.3,0,9,baseline1_hdv,5.8805,2.3915,3.4889999999999994,2.4589169977001877,-0.5815,-0.019633874999998246,0.9729214029199623,-0.06253874999999276,-0.137
0.3,0.3,0,9,baseline2_matched,5.8805,3.637,2.2434999999999996,1.6168545504536704,-0.3739166666666667,-0.02406499999999978,0.9670116970367418,-0.07834708333333085,-0.0045000000000000005
0.3,0.3,0,9,graph_noop,5.8805,2.54,3.3404999999999996,2.3151574803149604,-0.55675,-0.02878875000000003,0.9607902757296045,-0.09317874999999853,-0.08549999999999999
0.3,0.3,0,9,left_if_safe,5.8805,5.8805,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3,0.3,0,10,baseline1_hdv,5.868,2.402,3.466,2.4429641965029143,-0.5776666666666667,-0.028621125000002468,0.9610211127340295,-0.09251541666666441,-0.053
0.3,0.3,0,10,baseline2_matched,5.868,3.6045,2.2635000000000005,1.627965043695381,-0.3772500000000001,-0.021222374999998683,0.9708032172024389,-0.06885499999999212,-0.0225
0.3,0.3,0,10,graph_noop,5.868,2.526,3.3420000000000005,2.323040380047506,-0.557,-0.03126775000000026,0.9575696315386031,-0.10144083333332699,-0.049
0.3,0.3,0,10,left_if_safe,5.868,5.868,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3,0.3,0,11,baseline1_hdv,5.857,2.5595,3.2975000000000003,2.288337565930846,-0.5495833333333334,-0.027756875000000014,0.9621896380656719,-0.0897750000000026,-0.0205
0.3,0.3,0,11,baseline2_matched,5.857,3.648,2.209,1.6055372807017543,-0.36816666666666675,-0.02296549999999964,0.9685109169033329,-0.07471083333333972,-0.0015
0.3,0.3,0,11,graph_noop,5.857,2.462,3.395,2.3789601949634442,-0.5658333333333333,-0.0181775000000004,0.9749112612241132,-0.0577625000000026,-0.1595
0.3,0.3,0,11,left_if_safe,5.857,5.857,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3,0.3,0,12,baseline1_hdv,5.86,2.482,3.378,2.3609991941982273,-0.5630000000000001,-0.028828499999998702,0.9607619892787428,-0.09328000000000447,-0.0515
0.3,0.3,0,12,baseline2_matched,5.86,3.598,2.2620000000000005,1.6286826014452476,-0.377,-0.02358475000000193,0.967668417151066,-0.07673083333333253,-0.006999999999999999
0.3,0.3,0,12,graph_noop,5.86,2.5115,3.3485000000000005,2.333266971929126,-0.5580833333333334,-0.018930750000000884,0.9738818029395937,-0.060312083333343924,-0.1375
0.3,0.3,0,12,left_if_safe,5.86,5.86,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3,0.3,0,13,baseline1_hdv,5.6575,2.465,3.1925,2.295131845841785,-0.5320833333333332,-0.026938124999996926,0.9633104166375865,-0.08713333333332995,-0.0345
0.3,0.3,0,13,baseline2_matched,5.6575,3.6225,2.0349999999999997,1.561766735679779,-0.3391666666666666,-0.01578149999999967,0.9781740293215391,-0.050909166666663896,-0.0505
0.3,0.3,0,13,graph_noop,5.6575,2.496,3.1614999999999998,2.2666266025641026,-0.5269166666666667,-0.03066449999999954,0.958446012728954,-0.09958041666666029,-0.0505
0.3,0.3,0,13,left_if_safe,5.6575,5.5245,0.133,1.0240745768847859,-0.022166666666666668,-0.0015198749999989491,0.9978557038031953,-0.004955416666661883,0.0
0.3,0.3,0,14,baseline1_hdv,5.837,2.43,3.4069999999999996,2.402057613168724,-0.5678333333333333,-0.026827999999998742,0.9633788935861209,-0.08658749999999937,-0.0495
0.3,0.3,0,14,baseline2_matched,5.837,3.508,2.3289999999999997,1.6639110604332952,-0.38816666666666666,-0.012402124999999153,0.9827306245830268,-0.03939958333333449,-0.103
0.3,0.3,0,14,graph_noop,5.837,2.5615,3.2754999999999996,2.2787429240679287,-0.5459166666666667,-0.031424999999997705,0.9573713340025534,-0.1020204166666665,-0.0475
