requested_density,effective_density,density_index,run_index,model_preset,comparison_mode,pv_speed_nongraph_ppo,pv_speed_comparison,pv_speed_delta,pv_speed_ratio,priority_time_loss_delta,background_flow_delta,background_flow_ratio,all_speed_delta,priority_stopped_delta
0.1,0.1,0,0,node-mlp-matched,baseline1_hdv,5.8845,5.0485,0.8360000000000003,1.165593740715064,-0.13933333333333342,-0.002735874999998389,0.99413804610822,-0.02526875000000839,0.0
0.1,0.1,0,0,node-mlp-matched,baseline2_matched,5.8845,5.816,0.06850000000000023,1.0117778541953233,-0.011416666666666742,-0.004873124999998479,0.9896063170983781,-0.04855999999999394,-0.0005
0.1,0.1,0,0,node-mlp-matched,policy_noop,5.8845,5.003,0.8815,1.176194283429942,-0.1469166666666667,-0.003139874999998682,0.993278244138971,-0.029195000000005855,-0.0015
0.1,0.1,0,0,node-mlp-matched,left_if_safe,5.8845,5.8855,-0.001000000000000334,0.9998300909013678,0.00016666666666675933,-0.00012112500000022175,0.9997390123948907,-0.001213749999998015,0.0
0.1,0.1,0,1,node-mlp-matched,baseline1_hdv,5.869,5.037,0.8319999999999999,1.1651776851300377,-0.1386666666666666,-0.0023158749999983574,0.9950421684619116,-0.021078750000000923,-0.002
0.1,0.1,0,1,node-mlp-matched,baseline2_matched,5.869,5.7675,0.1014999999999997,1.0175986129172085,-0.01691666666666658,-0.004141749999998889,0.991167853695688,-0.041163750000013266,0.0
0.1,0.1,0,1,node-mlp-matched,policy_noop,5.869,4.9795,0.8895,1.1786323928105231,-0.14825,-0.0021319999999973582,0.9954340112088442,-0.019096250000002257,-0.003
0.1,0.1,0,1,node-mlp-matched,left_if_safe,5.869,5.8535,0.015499999999999403,1.0026479883830186,-0.002583333333333271,0.0006352500000016414,1.0013685913930663,0.0063912499999849715,0.0
0.1,0.1,0,2,node-mlp-matched,baseline1_hdv,5.942,5.038,0.9039999999999999,1.1794362842397776,-0.15066666666666673,-0.0031677499999990255,0.9932248141515907,-0.02941750000000276,-0.001
0.1,0.1,0,2,node-mlp-matched,baseline2_matched,5.942,5.8665,0.0754999999999999,1.012869683797835,-0.01258333333333339,-0.005266000000000048,0.9887873948685191,-0.0524712500000053,0.0
0.1,0.1,0,2,node-mlp-matched,policy_noop,5.942,5.026,0.9160000000000004,1.1822522881018704,-0.15266666666666673,-0.002344249999998993,0.9949772699638408,-0.0211524999999968,-0.0005
0.1,0.1,0,2,node-mlp-matched,left_if_safe,5.942,5.771,0.17100000000000026,1.0296309131866228,-0.02850000000000008,0.0007081250000006145,1.001527198282638,0.007508749999990627,-0.0025
0.1,0.1,0,3,node-mlp-matched,baseline1_hdv,5.9005,5.031,0.8695000000000004,1.1728284635261381,-0.1449166666666668,-0.002865374999997894,0.993870752368293,-0.02647999999999673,-0.002
0.1,0.1,0,3,node-mlp-matched,baseline2_matched,5.9005,5.769,0.13149999999999995,1.0227942451031375,-0.021916666666666695,-0.004529874999999239,0.9903446423675691,-0.04496999999999485,0.0
