requested_density,effective_density,density_index,run_index,mode,model_preset,priority_vehicle_id,av_fraction,av_vehicle_count,scenario_seed,warmup_rng_seed,assignment_seed,av_selection_seed,measurement_rng_seed,backend_requested,warmup_backend,measurement_backend,num_lanes,road_length,warmup_steps,measure_steps,measurement_steps,vehicle_count,priority_vehicle_count,density,flow_all,flow_background,flow_priority,mean_speed_all,mean_speed_background,mean_speed_priority,worst_priority_mean_speed,mean_priority_time_loss,worst_priority_time_loss,stopped_fraction_all,stopped_fraction_background,stopped_fraction_priority,lane_change_rate_all,lane_change_rate_background,lane_change_rate_priority,completed_priority_laps,mean_priority_lap_time,rule_detections,rule_requests,rule_applied,rule_rejected,rule_blocked_no_safe_lane,rule_cooldown_suppressed,per_priority_vehicle,active_av_count_mean,active_av_count_max,policy_left_requests,policy_right_requests,policy_stay_actions
0.1,0.1,0,0,baseline1_hdv,node-mlp-matched,168,0.95,379,410012,410098,411001,412001,410194,optimized,optimized,optimized,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.46797937499999914,0.46671724999999986,0.001262125000000006,4.679793750000011,4.678869674185433,5.0485,5.0485,0.1585833333333334,0.1585833333333334,8.750000000000001e-06,8.771929824561403e-06,0.0,0.000605,0.00041604010025062655,0.076,10,198.2,0,0,0,0,0,0,"{""168"":{""completed_laps"":10,""distance"":10097.0,""mean_lap_time"":198.2,""mean_speed"":5.0485,""time_loss"":0.1585833333333334}}",0.0,0,,,
0.1,0.1,0,0,baseline2_matched,node-mlp-matched,168,0.95,379,410012,410098,411001,412001,410194,optimized,optimized,optimized;optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4703085000000007,0.46885449999999995,0.0014540000000000245,4.703084999999996,4.700295739348391,5.816,5.816,0.03066666666666673,0.03066666666666673,1.875e-05,1.7543859649122806e-05,0.0005,0.00178125,0.0017681704260651629,0.007,11,172.27272727272728,675,529,529,0,139,7,"{""168"":{""completed_laps"":11,""distance"":11632.0,""mean_lap_time"":172.27272727272728,""mean_speed"":5.816,""time_loss"":0.03066666666666673}}",0.0,0,,,
0.1,0.1,0,0,policy_noop,node-mlp-matched,168,0.95,379,410012,410098,411001,412001,410194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4683719999999998,0.46712125000000015,0.0012507500000000053,4.683720000000008,4.682919799498726,5.003,5.003,0.16616666666666668,0.16616666666666668,8.750000000000001e-06,5.012531328320802e-06,0.0015,0.0004175,0.0002493734335839599,0.0675,10,199.9,0,0,0,0,0,0,"{""168"":{""completed_laps"":10,""distance"":10006.0,""mean_lap_time"":199.9,""mean_speed"":5.003,""time_loss"":0.16616666666666668}}",15.4455,20,0,0,30891
0.1,0.1,0,0,left_if_safe,node-mlp-matched,168,0.95,379,410012,410098,411001,412001,410194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.46557387499999947,0.4641025000000017,0.0014713750000000271,4.65573875,4.652656641604008,5.8855,5.8855,0.01908333333333323,0.01908333333333323,0.0004524999999999976,0.0004536340852130305,0.0,0.00395,0.0039411027568922305,0.0075,11,170.0,0,1260,1260,0,0,0,"{""168"":{""completed_laps"":11,""distance"":11771.0,""mean_lap_time"":170.0,""mean_speed"":5.8855,""time_loss"":0.01908333333333323}}",9.598,14,1260,0,17936
0.1,0.1,0,0,nongraph_ppo,node-mlp-matched,168,0.95,379,410012,410098,411001,412001,410194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4654525000000008,0.4639813750000015,0.0014711250000000306,4.654525000000002,4.651442355889701,5.8845,5.8845,0.01924999999999999,0.01924999999999999,0.00037999999999999823,0.0003809523809523793,0.0,0.0041,0.004091478696741854,0.0075,11,169.36363636363637,0,1358,1354,4,0,0,"{""168"":{""completed_laps"":11,""distance"":11769.0,""mean_lap_time"":169.36363636363637,""mean_speed"":5.8845,""time_loss"":0.01924999999999999}}",9.6365,14,69,1289,17915
0.1,0.1,0,1,baseline1_hdv,node-mlp-matched,365,0.95,379,420012,420098,421001,422001,420194,optimized,optimized,optimized,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4683737500000001,0.46711450000000004,0.0012592500000000056,4.683737499999994,4.682852130325814,5.037,5.037,0.16049999999999998,0.16049999999999998,1e-05,5.012531328320802e-06,0.002,0.000485,0.00029448621553884713,0.0765,10,198.6,0,0,0,0,0,0,"{""365"":{""completed_laps"":10,""distance"":10074.0,""mean_lap_time"":198.6,""mean_speed"":5.037,""time_loss"":0.16049999999999998}}",0.0,0,,,
0.1,0.1,0,1,baseline2_matched,node-mlp-matched,365,0.95,379,420012,420098,421001,422001,420194,optimized,optimized,optimized;optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4703822499999999,0.4689403750000006,0.0014418750000000278,4.7038225000000065,4.701156641604042,5.7675,5.7675,0.03874999999999995,0.03874999999999995,1.3749999999999999e-05,1.3784461152882205e-05,0.0,0.00150875,0.001487468671679198,0.01,11,173.63636363636363,573,470,470,0,98,5,"{""365"":{""completed_laps"":11,""distance"":11535.0,""mean_lap_time"":173.63636363636363,""mean_speed"":5.7675,""time_loss"":0.03874999999999995}}",0.0,0,,,
0.1,0.1,0,1,policy_noop,node-mlp-matched,365,0.95,379,420012,420098,421001,422001,420194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4681755000000003,0.46693062499999904,0.0012448750000000038,4.6817549999999954,4.681008771929847,4.9795,4.9795,0.17008333333333336,0.17008333333333336,2e-05,1.2531328320802004e-05,0.003,0.00043625,0.0002443609022556391,0.077,9,200.77777777777777,0,0,0,0,0,0,"{""365"":{""completed_laps"":9,""distance"":9959.0,""mean_lap_time"":200.77777777777777,""mean_speed"":4.9795,""time_loss"":0.17008333333333336}}",15.808,20,0,0,31616
0.1,0.1,0,1,left_if_safe,node-mlp-matched,365,0.95,379,420012,420098,421001,422001,420194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4656267499999993,0.46416337500000004,0.001463375000000031,4.656267500000008,4.653266917293229,5.8535,5.8535,0.024416666666666642,0.024416666666666642,0.0004612499999999972,0.00046240601503759173,0.0,0.00390375,0.0038922305764411027,0.0085,11,170.72727272727272,0,1221,1221,0,0,0,"{""365"":{""completed_laps"":11,""distance"":11707.0,""mean_lap_time"":170.72727272727272,""mean_speed"":5.8535,""time_loss"":0.024416666666666642}}",9.4805,15,1221,0,17740
0.1,0.1,0,1,nongraph_ppo,node-mlp-matched,365,0.95,379,420012,420098,421001,422001,420194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4662658750000005,0.4647986250000017,0.0014672500000000321,4.662658749999993,4.659635338345858,5.869,5.869,0.02183333333333337,0.02183333333333337,0.00047999999999999654,0.00048120300751879405,0.0,0.00414125,0.004132832080200501,0.0075,11,170.45454545454547,0,1578,1572,6,0,0,"{""365"":{""completed_laps"":11,""distance"":11738.0,""mean_lap_time"":170.45454545454547,""mean_speed"":5.869,""time_loss"":0.02183333333333337}}",9.6335,15,224,1354,17689
