requested_density,model_preset,comparison_mode,runs,pv_speed_win_rate,pv_speed_delta_mean,pv_speed_delta_std,pv_speed_delta_ci_low,pv_speed_delta_ci_high,priority_time_loss_delta_mean,priority_time_loss_delta_std,priority_time_loss_delta_ci_low,priority_time_loss_delta_ci_high,background_flow_delta_mean,background_flow_delta_std,background_flow_delta_ci_low,background_flow_delta_ci_high,background_flow_ratio_mean,background_flow_ratio_std,background_flow_ratio_ci_low,background_flow_ratio_ci_high,all_speed_delta_mean,all_speed_delta_std,all_speed_delta_ci_low,all_speed_delta_ci_high,priority_stopped_delta_mean,priority_stopped_delta_std,priority_stopped_delta_ci_low,priority_stopped_delta_ci_high,nongraph_ppo_speed_advantage
0.1,node-mlp-matched,baseline1_hdv,20,1.0,0.827525,0.05207850223208073,0.8045493749999999,0.84895,-0.13792083333333333,0.008679750372013482,-0.1415041666666667,-0.13414572916666667,-0.0026147749999987395,0.0004276501594545313,-0.002795454218748604,-0.0024302854687487155,0.9944035676410538,0.000913705983735686,0.9940092839909579,0.9948019784389792,-0.024078937500000563,0.004248214568370389,-0.0258972546875012,-0.022267421875001085,-0.001075,0.0013791206198917217,-0.0016499999999999998,-0.00042500000000000014,True
0.1,node-mlp-matched,baseline2_matched,20,0.8,0.05249999999999999,0.06444642818080097,0.023850000000000187,0.0788499999999999,-0.008750000000000008,0.01074107136346684,-0.013041770833333344,-0.004054062500000027,-0.00443526874999989,0.0005586809157148739,-0.004672063437500063,-0.004196086406249523,0.9905441235262243,0.0011865574017010353,0.9900436347253936,0.9910486797043807,-0.044221437500001626,0.005559910829624372,-0.04658540312500044,-0.041820771875002896,0.00015000000000000001,0.001170919566656458,-0.00030000000000000003,0.0007,True
0.1,node-mlp-matched,left_if_safe,20,0.65,0.03010000000000006,0.10538708100191989,-0.011928124999999758,0.07825125000000009,-0.005016666666666658,0.017564513500319977,-0.012916666666666637,0.0021628125000000176,0.00033061250000008255,0.0006743233449315584,3.208750000014547e-05,0.0006097587499999303,1.0007133469448966,0.001451705216808432,1.0000829604457555,1.0013227999172143,0.0033813749999985097,0.006568768646373126,0.00047863124999889586,0.006078692187497699,0.0,0.0012669898018116549,-0.000525,0.0005506249999999909,False
0.1,node-mlp-matched,policy_noop,20,1.0,0.838175,0.058784457979979554,0.8119500000000001,0.86227625,-0.13969583333333332,0.009797409663329936,-0.1435834375,-0.1352457291666667,-0.002517787499999058,0.00046632663596946907,-0.002715856874998762,-0.0023156624999991753,0.9946099876981471,0.00099734751691613,0.9941875657979327,0.9950428184655989,-0.0230824374999997,0.004648101435332527,-0.025011404687498275,-0.02107064531249842,-0.0008250000000000002,0.0014352241710104494,-0.0014,-0.000175,True
0.2,node-mlp-matched,baseline1_hdv,20,1.0,1.2700749999999998,0.17253750736395954,1.1927750000000004,1.3392249999999997,-0.21167916666666664,0.028756251227326578,-0.22355833333333336,-0.1988330208333334,-0.026074806250000276,0.004616753417274503,-0.028250458593750437,-0.024280106093750153,0.9667924867584471,0.00586853205611092,0.9640822494881656,0.9690831352829241,-0.12878643750000024,0.023202006170614763,-0.13928611484374875,-0.11970817656250121,0.0008500000000000001,0.01149381984967757,-0.003375000000000001,0.006225,True
0.2,node-mlp-matched,baseline2_matched,20,0.95,0.24122500000000002,0.1721078666509985,0.160898125,0.3065999999999999,-0.04020416666666666,0.028684644441833076,-0.05118760416666665,-0.026919895833333343,-0.02150698749999983,0.005084806056259176,-0.02385852578124992,-0.019510163281249684,0.9724533639593718,0.006484825354437849,0.9693889469922788,0.9750075415681302,-0.10723340625000025,0.02555030483814386,-0.11887601171874984,-0.0971347351562499,0.004149999999999999,0.010964176115638458,0.00027499999999999996,0.009524999999999999,True
0.2,node-mlp-matched,left_if_safe,20,0.65,0.25755,0.7284929992800205,0.008973124999999927,0.6203318749999998,-0.042925,0.12141549988000343,-0.10193781249999997,-0.0011207291666666724,0.01939392499999993,0.06391364370923858,-0.0008516881250000856,0.051418070937499984,1.036247760398052,0.12486554789054215,0.9989992137297051,1.0995296801202434,0.09729156250000119,0.3204535953124962,-0.0052319093749985755,0.25698473125000065,-0.038925,0.12939965376590792,-0.10310125,0.0021506249999999907,True
0.2,node-mlp-matched,policy_noop,20,1.0,1.2666499999999998,0.1671090961019178,1.1881974999999998,1.333100625,-0.21110833333333331,0.02785151601698627,-0.22180010416666665,-0.1983165625,-0.02746160624999989,0.005021838038342744,-0.029751633437499495,-0.025524244374999693,0.9650906330663822,0.006351635073079412,0.9621387531648133,0.9675692773361129,-0.1357247187499993,0.02523642317414967,-0.14728750625000245,-0.12605849843749853,0.0011250000000000001,0.011661762753817098,-0.0031,0.0067,True
0.3,node-mlp-matched,baseline1_hdv,20,1.0,0.94635,0.2859461717839474,0.822520625,1.065450625,-0.15772499999999998,0.04765769529732457,-0.1782584375,-0.13645812499999996,-0.024284268749999633,0.010692896923837509,-0.028785117812499955,-0.019749182343749467,0.9668261109695415,0.01466575920546169,0.9605153462518233,0.9728173774857404,-0.08015893750000033,0.035797367024691475,-0.09563655989583467,-0.06476920416666776,0.052125,0.07351742990611139,0.02,0.08327562499999998,True
0.3,node-mlp-matched,baseline2_matched,20,0.65,0.12289999999999993,0.2743229272610159,0.006849374999999874,0.2407012499999999,-0.02048333333333332,0.04572048787683597,-0.04030447916666662,-0.001357708333333348,-0.021216474999999797,0.010913606228414651,-0.026044303125000327,-0.01669975406249985,0.9708849180275727,0.015029274181246095,0.9644101550193995,0.977268019940935,-0.07061916666666679,0.036556904577345964,-0.0867809677083343,-0.05529456197916448,0.09165000000000001,0.06906520565073955,0.060899999999999996,0.12052562499999996,True
