requested_density,effective_density,density_index,run_index,model_preset,comparison_mode,pv_speed_nongraph_ppo,pv_speed_comparison,pv_speed_delta,pv_speed_ratio,priority_time_loss_delta,background_flow_delta,background_flow_ratio,all_speed_delta,priority_stopped_delta
0.1,0.1,0,0,node-mlp-matched,baseline1_hdv,5.813,5.0485,0.7645,1.1514311181539072,-0.12741666666666673,-0.000396125000000358,0.9991512527124284,-0.0020500000000200913,0.0
0.1,0.1,0,0,node-mlp-matched,baseline2_matched,5.813,5.704,0.10899999999999999,1.019109396914446,-0.018166666666666664,-0.002599250000001274,0.9944569480479468,-0.02572000000000152,0.0
0.1,0.1,0,0,node-mlp-matched,policy_noop,5.813,5.0085,0.8045,1.1606269342118398,-0.13408333333333333,-0.001006749999999501,0.9978457309014587,-0.00805625000000365,-0.0015
0.1,0.1,0,0,node-mlp-matched,left_if_safe,5.813,5.6775,0.1354999999999995,1.0238661382650813,-0.02258333333333329,0.0005282499999998413,1.0011340877637938,0.005621249999998135,-0.0005
0.1,0.1,0,1,node-mlp-matched,baseline1_hdv,5.541,5.037,0.5040000000000004,1.1000595592614653,-0.08400000000000007,-0.0006798750000004961,0.9985445217393155,-0.0055387499999888234,-0.002
0.1,0.1,0,1,node-mlp-matched,baseline2_matched,5.541,5.694,-0.15299999999999958,0.9731296101159116,0.025499999999999856,-0.002770125000001178,0.9940961275434633,-0.02808375000000396,0.0
0.1,0.1,0,1,node-mlp-matched,policy_noop,5.541,4.971,0.5700000000000003,1.1146650573325287,-0.09500000000000008,-0.0004947500000005989,0.9989404179165198,-0.0035224999999927675,-0.0025
0.1,0.1,0,1,node-mlp-matched,left_if_safe,5.541,5.776,-0.23499999999999943,0.959314404432133,0.03916666666666657,0.0011682499999992046,1.002510927208095,0.011095000000006294,0.0
0.1,0.1,0,2,node-mlp-matched,baseline1_hdv,5.688,5.038,0.6499999999999995,1.1290194521635568,-0.10833333333333328,-0.0003526249999989406,0.9992458054108472,-0.001901250000002186,0.0005
0.1,0.1,0,2,node-mlp-matched,baseline2_matched,5.688,5.782,-0.0940000000000003,0.9837426496022137,0.015666666666666718,-0.0025197499999989326,0.9946356211467999,-0.025432500000007963,0.0015
0.1,0.1,0,2,node-mlp-matched,policy_noop,5.688,5.0225,0.6654999999999998,1.1325037332005972,-0.11091666666666666,0.0001997500000007757,1.000427730765166,0.003661249999997729,0.001
0.1,0.1,0,2,node-mlp-matched,left_if_safe,5.688,5.6215,0.06649999999999956,1.011829582851552,-0.011083333333333223,0.001043624999999937,1.002238791562043,0.010602499999989412,-0.0025
0.1,0.1,0,3,node-mlp-matched,baseline1_hdv,5.692,5.031,0.6610000000000005,1.131385410455178,-0.11016666666666675,-0.0006719999999986737,0.9985625426310686,-0.0050675000000000026,-0.0015
0.1,0.1,0,3,node-mlp-matched,baseline2_matched,5.692,5.7485,-0.05649999999999977,0.9901713490475776,0.009416666666666629,-0.0018078749999992372,0.9961421959421989,-0.018220000000006564,0.0005
