requested_density,comparison_mode,runs,pv_speed_win_rate,pv_speed_delta_mean,pv_speed_delta_std,pv_speed_delta_ci_low,pv_speed_delta_ci_high,priority_time_loss_delta_mean,priority_time_loss_delta_std,priority_time_loss_delta_ci_low,priority_time_loss_delta_ci_high,background_flow_delta_mean,background_flow_delta_std,background_flow_delta_ci_low,background_flow_delta_ci_high,background_flow_ratio_mean,background_flow_ratio_std,background_flow_ratio_ci_low,background_flow_ratio_ci_high,all_speed_delta_mean,all_speed_delta_std,all_speed_delta_ci_low,all_speed_delta_ci_high,priority_stopped_delta_mean,priority_stopped_delta_std,priority_stopped_delta_ci_low,priority_stopped_delta_ci_high,graph_ppo_speed_advantage
0.3,baseline1_hdv,20,1.0,3.2658250000000004,0.332559107330443,3.104793125,3.3889062499999993,-0.5443041666666667,0.05542651788840717,-0.5647835416666668,-0.5182940625000001,-0.025649799999999758,0.005547352775850808,-0.02778672531250014,-0.02308871890624974,0.9649643357207462,0.007341230857725467,0.9621191560664615,0.9683972608715233,-0.08277781249999891,0.018264473111243858,-0.08977631770833223,-0.07411470677083326,-0.05437500000000001,0.042307730723206705,-0.073725,-0.038149999999999996,True
0.3,baseline2_matched,20,1.0,2.128575,0.23820105809787542,2.0188712500000006,2.2173800000000004,-0.35476250000000004,0.03970017634964591,-0.36950427083333337,-0.3361580208333333,-0.02051530624999955,0.003919063107921622,-0.022087081406249542,-0.01869870890624921,0.971757206897615,0.0052338925608069265,0.9696736121211572,0.9740997189536339,-0.06661054166666584,0.012956743196633572,-0.07177769531249865,-0.06077442552083129,-0.026025000000000003,0.03990959355712279,-0.044475,-0.010699375000000011,True
0.3,graph_noop,20,1.0,3.2082750000000004,0.3204624321113739,3.05423625,3.3275756249999997,-0.5347125,0.053410405351895646,-0.5538752083333334,-0.5095539583333332,-0.02664279374999969,0.007049172979589471,-0.02946321531249948,-0.023378791093749463,0.9636869520352874,0.009314520359504325,0.9599773912961356,0.9678152866283939,-0.08613574999999936,0.023301935169241467,-0.09566314114583112,-0.07566575885416615,-0.07792500000000002,0.048474430318847926,-0.09982625000000002,-0.05825,True
0.3,left_if_safe,20,0.6,0.35905000000000004,0.8274920241307465,0.048188125000000165,0.7471781249999998,-0.05984166666666668,0.1379153373551244,-0.12449677083333328,-0.007003020833333384,0.01495827499999992,0.03906537301113835,-0.00022275749999994856,0.033665754062500164,1.025219983067836,0.06664150573899229,0.9995987707120715,1.0568794092657277,0.05016012500000148,0.1308942340871181,-0.0009250942708323459,0.11242533229166843,-0.04150000000000001,0.11296972114127238,-0.09425125,0.00237562499999999,True
