requested_density,effective_density,density_index,run_index,model_preset,comparison_mode,pv_speed_nongraph_ppo,pv_speed_comparison,pv_speed_delta,pv_speed_ratio,priority_time_loss_delta,background_flow_delta,background_flow_ratio,all_speed_delta,priority_stopped_delta
0.3,0.3,0,0,node-mlp-matched,baseline1_hdv,5.424,2.4445,2.9795000000000003,2.2188586623031297,-0.49658333333333327,-0.025067374999998226,0.9659022433150812,-0.08107500000000023,-0.028
0.3,0.3,0,0,node-mlp-matched,baseline2_matched,5.424,3.656,1.7680000000000002,1.4835886214442013,-0.29466666666666663,-0.018352374999997645,0.974806162974111,-0.05970124999999804,-0.0005
0.3,0.3,0,0,node-mlp-matched,policy_noop,5.424,2.526,2.8980000000000006,2.1472684085510694,-0.483,-0.026490749999997787,0.9640357372015459,-0.0858874999999979,-0.041499999999999995
0.3,0.3,0,0,node-mlp-matched,left_if_safe,5.424,5.843,-0.4189999999999996,0.9282902618517885,0.0698333333333333,0.004279250000000068,1.0060628461090126,0.013915000000001676,0.0015
0.3,0.3,0,1,node-mlp-matched,baseline1_hdv,5.8525,2.5125,3.34,2.3293532338308456,-0.5566666666666668,-0.02631787499999949,0.96418050766185,-0.08494291666667086,-0.0265
0.3,0.3,0,1,node-mlp-matched,baseline2_matched,5.8525,3.7075,2.145,1.5785569790964262,-0.35750000000000004,-0.02196524999999727,0.9699264153694637,-0.07143000000000344,-0.002
0.3,0.3,0,1,node-mlp-matched,policy_noop,5.8525,2.572,3.2805,2.275466562986003,-0.54675,-0.028005374999997446,0.9619711073229115,-0.09061749999999513,-0.049
0.3,0.3,0,1,node-mlp-matched,left_if_safe,5.8525,4.237,1.6155,1.381283927307057,-0.26925,0.07621600000000095,1.1205563567671595,0.2553995833333298,-0.215
0.3,0.3,0,2,node-mlp-matched,baseline1_hdv,5.1765,2.406,2.7704999999999997,2.151496259351621,-0.46175,-0.011789124999998513,0.9835068691503819,-0.036988333333326295,-0.1455
0.3,0.3,0,2,node-mlp-matched,baseline2_matched,5.1765,3.4045,1.7719999999999998,1.5204875899544719,-0.29533333333333334,-0.011808375000000093,0.983480383053241,-0.03788458333333189,-0.10450000000000001
0.3,0.3,0,2,node-mlp-matched,policy_noop,5.1765,2.414,2.7624999999999997,2.1443661971830985,-0.4604166666666666,-0.011879749999997968,0.9833821905580418,-0.03729708333333326,-0.1755
0.3,0.3,0,2,node-mlp-matched,left_if_safe,5.1765,5.1775,-0.001000000000000334,0.9998068565910188,0.0001666666666666483,0.00047000000000008146,1.0006690097428104,0.0015658333333332664,0.018500000000000003
