requested_density,effective_density,density_index,run_index,model_preset,comparison_mode,pv_speed_nongraph_ppo,pv_speed_comparison,pv_speed_delta,pv_speed_ratio,priority_time_loss_delta,background_flow_delta,background_flow_ratio,all_speed_delta,priority_stopped_delta
0.3,0.3,0,0,node-mlp-matched,baseline1_hdv,5.826,2.4445,3.3814999999999995,2.3833094702393125,-0.5635833333333332,-0.028953249999999375,0.9606165035733628,-0.09369291666666779,-0.03
0.3,0.3,0,0,node-mlp-matched,baseline2_matched,5.826,3.656,2.1699999999999995,1.5935448577680524,-0.3616666666666666,-0.022238249999998794,0.9694716980096029,-0.0723191666666656,-0.0025
0.3,0.3,0,0,node-mlp-matched,policy_noop,5.826,2.526,3.3,2.3064133016627077,-0.5499999999999999,-0.030376624999998936,0.9587602116048001,-0.09850541666666546,-0.0435
0.3,0.3,0,0,node-mlp-matched,left_if_safe,5.826,5.843,-0.017000000000000348,0.9970905356837241,0.0028333333333333544,0.0003933749999989189,1.00055733413288,0.0012970833333341147,-0.0005
0.3,0.3,0,1,node-mlp-matched,baseline1_hdv,5.8705,2.5125,3.3579999999999997,2.336517412935323,-0.5596666666666666,-0.028413375000000962,0.9613284633309667,-0.09191291666666324,-0.0255
0.3,0.3,0,1,node-mlp-matched,baseline2_matched,5.8705,3.7075,2.163,1.5834120026972354,-0.36049999999999993,-0.024060749999998743,0.9670573746531804,-0.0783999999999958,-0.001
0.3,0.3,0,1,node-mlp-matched,policy_noop,5.8705,2.572,3.2984999999999998,2.2824650077760498,-0.5497499999999998,-0.030100874999998917,0.9591255983945396,-0.0975874999999875,-0.048
0.3,0.3,0,1,node-mlp-matched,left_if_safe,5.8705,4.237,1.6334999999999997,1.3855322161907009,-0.2722499999999999,0.07412049999999948,1.1172417529358674,0.24842958333333742,-0.214
0.3,0.3,0,2,node-mlp-matched,baseline1_hdv,5.502,2.406,3.0959999999999996,2.2867830423940148,-0.5159999999999999,-0.008925875000000305,0.9875125911106755,-0.027172916666660996,-0.177
0.3,0.3,0,2,node-mlp-matched,baseline2_matched,5.502,3.4045,2.0974999999999997,1.6160963430753414,-0.34958333333333325,-0.008945125000001886,0.9874859971383948,-0.02806916666666659,-0.136
0.3,0.3,0,2,node-mlp-matched,policy_noop,5.502,2.414,3.0879999999999996,2.2792046396023196,-0.5146666666666665,-0.00901649999999976,0.9873874047152981,-0.02748166666666796,-0.207
0.3,0.3,0,2,node-mlp-matched,left_if_safe,5.502,5.1775,0.32449999999999957,1.062675036214389,-0.05408333333333326,0.003333249999998289,1.0047446313302575,0.011381249999998566,-0.012999999999999998
0.3,0.3,0,3,node-mlp-matched,baseline1_hdv,5.762,2.4385,3.3234999999999997,2.362928029526348,-0.5539166666666666,-0.027787375000000947,0.9621454740819627,-0.08985500000000046,-0.0305
0.3,0.3,0,3,node-mlp-matched,baseline2_matched,5.762,3.618,2.1439999999999997,1.5925925925925926,-0.3573333333333333,-0.022481999999999225,0.9691499777358958,-0.07315333333333562,-0.004
0.3,0.3,0,3,node-mlp-matched,policy_noop,5.762,2.568,3.1939999999999995,2.243769470404984,-0.5323333333333333,-0.030851375000001346,0.9581461113823411,-0.10017625000000718,-0.0435
0.3,0.3,0,3,node-mlp-matched,left_if_safe,5.762,5.8615,-0.09950000000000081,0.9830248229975261,0.016583333333333505,0.00025774999999761405,1.0003650789098022,0.0007762500000003669,0.002
0.3,0.3,0,4,node-mlp-matched,baseline1_hdv,5.82,2.4535,3.3665000000000003,2.372121459140004,-0.5610833333333335,-0.026730124999998273,0.9635670027355311,-0.0862949999999949,-0.0365
0.3,0.3,0,4,node-mlp-matched,baseline2_matched,5.82,3.666,2.1540000000000004,1.5875613747954174,-0.3590000000000001,-0.02147674999999838,0.9705162074714239,-0.06979416666666971,-0.002
0.3,0.3,0,4,node-mlp-matched,policy_noop,5.82,2.5135,3.3065,2.3154963198726874,-0.5510833333333335,-0.029423499999998937,0.9600426346792288,-0.09532291666667003,-0.04
0.3,0.3,0,4,node-mlp-matched,left_if_safe,5.82,5.575,0.2450000000000001,1.0439461883408072,-0.04083333333333339,0.0008549999999989399,1.001210887150096,0.0030541666666672462,-0.008499999999999999
