requested_density,comparison_mode,runs,pv_speed_win_rate,pv_speed_delta_mean,pv_speed_delta_std,pv_speed_delta_ci_low,pv_speed_delta_ci_high,priority_time_loss_delta_mean,priority_time_loss_delta_std,priority_time_loss_delta_ci_low,priority_time_loss_delta_ci_high,background_flow_delta_mean,background_flow_delta_std,background_flow_delta_ci_low,background_flow_delta_ci_high,background_flow_ratio_mean,background_flow_ratio_std,background_flow_ratio_ci_low,background_flow_ratio_ci_high,all_speed_delta_mean,all_speed_delta_std,all_speed_delta_ci_low,all_speed_delta_ci_high,priority_stopped_delta_mean,priority_stopped_delta_std,priority_stopped_delta_ci_low,priority_stopped_delta_ci_high,graph_ppo_speed_advantage
0.3,baseline1_hdv,20,1.0,0.987175,0.19101400300005567,0.9053243750000001,1.06800125,-0.16452916666666667,0.03183566716667595,-0.17794583333333333,-0.1510040625,-0.012717268749999622,0.007678580942246769,-0.01604006624999916,-0.009464791875000034,0.9826494797641118,0.010409998489697632,0.9780382219530939,0.9869789610754467,-0.0415682499999996,0.025671316066700235,-0.052741764583333045,-0.031077773437499002,-0.007475000000000005,0.07146649472599767,-0.036975,0.024850624999999994,True
0.3,baseline2_matched,20,0.9,0.21745,0.17919916147595172,0.13637437499999996,0.287926875,-0.036241666666666665,0.029866526912658623,-0.04782958333333334,-0.02262458333333335,-0.010059600000000012,0.005718855988031577,-0.012604473593749938,-0.007709619843750021,0.9862003718941562,0.007813369475963675,0.9826849051070425,0.989356826091828,-0.033350791666667545,0.019155052275694716,-0.042048800000000754,-0.025628372395832866,0.0232,0.06409561114788634,-0.0035756249999999916,0.051375000000000004,True
