requested_density,effective_density,density_index,run_index,priority_scenario,treatment_mode,controller_fraction,priority_speed_delta,worst_priority_speed_delta,priority_time_loss_delta,background_flow_ratio,background_flow_loss,priority_lap_time_delta
0.05,0.05,0,1,two-2g,baseline2_matched_0.050,0.05,-0.0032500000000004192,0.08349999999999991,0.0005416666666666625,1.0040368186586173,-0.004036818658617269,-0.3571428571428612
0.05,0.05,0,1,two-2g,baseline2_matched_0.200,0.2,-0.09574999999999978,-0.04100000000000037,0.015958333333333352,1.00596033453789,-0.005960334537890022,2.2928571428571445
0.05,0.05,0,1,two-2g,baseline2_matched_0.350,0.35,0.18424999999999958,0.26750000000000007,-0.030708333333333393,1.0123505107576047,-0.012350510757604738,-6.220779220779235
0.05,0.05,0,1,two-2g,baseline2_matched_0.500,0.5,0.013250000000000206,0.030999999999999694,-0.002208333333333312,1.0118026934351902,-0.011802693435190248,-1.0
0.05,0.05,0,1,two-2g,baseline2_matched_0.650,0.65,0.1692499999999999,0.2599999999999998,-0.028208333333333335,1.0030612114046549,-0.0030612114046548733,-5.766233766233768
0.05,0.05,0,1,two-2g,baseline2_matched_0.800,0.8,0.3860000000000001,0.46699999999999964,-0.0643333333333333,1.0027278019855779,-0.0027278019855778712,-12.357142857142861
0.05,0.05,0,1,two-2g,baseline2_matched_0.950,0.95,0.4924999999999997,0.5625,-0.08208333333333329,0.9918725042381434,0.008127495761856562,-15.129870129870142
0.05,0.05,0,1,two-g,baseline2_all_hdv_yield,1.0,0.5970000000000004,0.6719999999999997,-0.09949999999999998,0.9724290780141815,0.027570921985818453,-18.186363636363637
0.05,0.05,0,1,two-g,baseline2_matched_0.050,0.05,0.0365000000000002,0.061499999999999666,-0.006083333333333274,0.9976491807287959,0.002350819271204063,-0.75
0.05,0.05,0,1,two-g,baseline2_matched_0.200,0.2,0.09149999999999991,0.13600000000000012,-0.015249999999999986,1.0000086614494272,-8.661449427238566e-06,-2.6690476190476318
0.05,0.05,0,1,two-g,baseline2_matched_0.350,0.35,0.18050000000000033,0.24399999999999977,-0.030083333333333295,0.9940088244884742,0.005991175511525837,-5.777272727272731
0.05,0.05,0,1,two-g,baseline2_matched_0.500,0.5,0.30600000000000005,0.33750000000000036,-0.05099999999999999,1.0000713295834485,-7.132958344846507e-05,-9.686363636363637
0.05,0.05,0,1,two-g,baseline2_matched_0.650,0.65,0.30600000000000005,0.32399999999999984,-0.05099999999999999,1.002398202494502,-0.0023982024945019553,-9.550000000000011
0.05,0.05,0,1,two-g,baseline2_matched_0.800,0.8,0.4005000000000001,0.47050000000000036,-0.06674999999999998,0.9951720061954974,0.004827993804502606,-12.368181818181824
0.05,0.05,0,1,two-g,baseline2_matched_0.950,0.95,0.5970000000000004,0.6719999999999997,-0.09949999999999998,0.9724290780141815,0.027570921985818453,-18.186363636363637
0.05,0.05,0,2,one,baseline2_all_hdv_yield,1.0,0.766,0.766,-0.1276666666666667,0.9759163393801936,0.02408366061980638,-24.609090909090895
0.05,0.05,0,2,one,baseline2_matched_0.050,0.05,0.05750000000000011,0.05750000000000011,-0.009583333333333388,0.9999944676885363,5.5323114637184645e-06,-2.1999999999999886
0.05,0.05,0,2,one,baseline2_matched_0.200,0.2,0.016500000000000625,0.016500000000000625,-0.0027500000000001412,1.0000689024246086,-6.890242460855234e-05,-0.5999999999999943
0.05,0.05,0,2,one,baseline2_matched_0.350,0.35,0.2965,0.2965,-0.049416666666666664,0.9993673047433616,0.0006326952566384492,-10.099999999999994
0.05,0.05,0,2,one,baseline2_matched_0.500,0.5,0.04100000000000037,0.04100000000000037,-0.006833333333333469,0.9997228814893397,0.00027711851066025694,-1.5
0.05,0.05,0,2,one,baseline2_matched_0.650,0.65,0.4455,0.4455,-0.07425000000000004,0.9986139045093122,0.0013860954906877998,-15.154545454545456
0.05,0.05,0,2,one,baseline2_matched_0.800,0.8,0.5440000000000005,0.5440000000000005,-0.09066666666666678,0.9957270437993587,0.004272956200641276,-18.336363636363615
0.05,0.05,0,2,one,baseline2_matched_0.950,0.95,0.6205000000000007,0.6205000000000007,-0.10341666666666682,0.9925318824595504,0.007468117540449626,-20.609090909090895
0.05,0.05,0,2,two-2g,baseline2_all_hdv_yield,1.0,0.7217500000000001,0.7469999999999999,-0.12029166666666657,0.9782082422353069,0.02179175776469311,-23.599999999999994
0.05,0.05,0,2,two-2g,baseline2_matched_0.050,0.05,0.010500000000000398,-0.008000000000000007,-0.0017499999999999738,0.9999615897400138,3.841025998618797e-05,-0.09999999999999432
