requested_density,effective_density_mean,priority_scenario,mode,runs,controller_fraction,flow_all_mean,flow_all_std,flow_all_sem,flow_background_mean,flow_background_std,flow_background_sem,mean_speed_all_mean,mean_speed_all_std,mean_speed_all_sem,mean_speed_background_mean,mean_speed_background_std,mean_speed_background_sem,mean_speed_priority_mean,mean_speed_priority_std,mean_speed_priority_sem,worst_priority_mean_speed_mean,worst_priority_mean_speed_std,worst_priority_mean_speed_sem,mean_priority_time_loss_mean,mean_priority_time_loss_std,mean_priority_time_loss_sem,stopped_fraction_all_mean,stopped_fraction_all_std,stopped_fraction_all_sem,stopped_fraction_priority_mean,stopped_fraction_priority_std,stopped_fraction_priority_sem,lane_change_rate_all_mean,lane_change_rate_all_std,lane_change_rate_all_sem,lane_change_rate_priority_mean,lane_change_rate_priority_std,lane_change_rate_priority_sem,rule_requests_mean,rule_requests_std,rule_requests_sem,rule_applied_mean,rule_applied_std,rule_applied_sem
0.3,0.3,two-g,baseline2_all_hdv_yield,10,1.0,0.7251930124999998,0.004743237244814275,0.0014999433176154794,0.7235006500000002,0.004713864396797405,0.0014906548075055526,2.417310041666667,0.015810790816045063,0.004999811058717468,2.4156949916527557,0.015739113177952287,0.004977144599350026,3.3847250000000004,0.07310461016774364,0.023117707558877387,3.3476500000000002,0.061565254450506125,0.01946864287914174,0.4358791666666667,0.012184101694623958,0.0038529512598129033,0.05329062499999998,0.044455839275495,0.014058170740493385,0.02265,0.049883363960342535,0.015774504746583963,0.047646875,0.0031727317238359727,0.0010033058651994007,0.0152,0.0036186246620013582,0.0011443095929181248,5189.0,397.2379639460458,125.61767391573527,5169.4,403.9428452420246,127.73794354937073
0.3,0.3,two-g,baseline2_matched_0.050,10,0.05,0.7325108749999998,0.007315433295580115,0.002313343128506494,0.7312710999999996,0.007303567685508371,0.0023095908931410796,2.441702916666667,0.02438477765193423,0.0077111437616884755,2.4416397328881465,0.024385868732918668,0.007711488791790728,2.47955,0.041762190502361816,0.013206364206531483,2.4539,0.04011843577320646,0.012686563320651071,0.5867416666666667,0.006960365083726937,0.0022010607010885704,0.06172337500000015,0.06471995460126609,0.020466246660269544,0.060675,0.06878368366763217,0.02175131062462418,0.044000875,0.0044066954286284005,0.0013935194509117712,0.045774999999999996,0.004037067830327683,0.0012766329412429661,143.3,52.019334012567974,16.449957784478084,143.3,52.019334012567974,16.449957784478084
0.3,0.3,two-g,baseline2_matched_0.200,10,0.2,0.7318676624999998,0.006853629425259503,0.0021673079222570774,0.7306035999999997,0.006827487003578075,0.0021590409626504894,2.4395588749999986,0.0228454314175317,0.007224359740856932,2.439411018363942,0.022796283818290512,0.0072088179053438,2.528125,0.059960895822008704,0.01896130013416216,2.50035,0.05975554367587999,0.01889636208374512,0.5786458333333333,0.009993482637001441,0.003160216689027024,0.06408979166666673,0.06620018091291884,0.020934335320002835,0.061275,0.0717738007369139,0.022696868665571957,0.04414058333333333,0.004708981871918995,0.0014891108175707313,0.04365,0.0032407989412763295,0.001024830609309547,666.3,123.70039971192045,39.11750105629051,665.9,123.84977459271643,39.16473754114365
0.3,0.3,two-g,baseline2_matched_0.350,10,0.35,0.7319767750000001,0.006284198092515431,0.0019872379240034287,0.7306669625000002,0.0062772122196218735,0.0019850287970246214,2.439922583333332,0.020947326975050237,0.006624126413344383,2.439622579298832,0.020958972352660924,0.006627809005090634,2.619625,0.03980425193647306,0.01258720966784227,2.6016,0.038163245843787094,0.012068277977132167,0.5633958333333333,0.006634041989412166,0.0020978682779737084,0.05540670833333343,0.060723027837383176,0.01920230743879394,0.0453,0.06216128216180873,0.01965712339077109,0.044925458333333335,0.004385744515544962,0.0013868941904713824,0.041775,0.0037089418976306424,0.0011728704105739896,1175.6,98.30926259061813,31.088118487793867,1174.6,98.48203445863165,31.142753749646335
0.3,0.3,two-g,baseline2_matched_0.500,10,0.5,0.7306727625,0.005796242270934674,0.0018329327446300354,0.7293123625000001,0.005774301313088544,0.001825994404546084,2.435575875,0.019320807569781644,0.00610977581543326,2.4350997078464127,0.01927980405037947,0.0060968093640938826,2.7207999999999997,0.06590447632748467,0.020840825319550053,2.69625,0.07243857551210009,0.022907088907633433,0.5465333333333333,0.010984079387914125,0.00347347088659168,0.06115483333333351,0.058625774490528144,0.01853909769814664,0.047599999999999996,0.06104099260151147,0.019302856725826302,0.044879125,0.004157966553305893,0.001314864474324654,0.037724999999999995,0.0058528839045380015,0.00185084440188796,1795.5,230.11168785806794,72.76770498572075,1792.7,230.46621830059559,72.87981735554622
0.3,0.3,two-g,baseline2_matched_0.650,10,0.65,0.7301272500000004,0.006004036852054651,0.0018986431608080101,0.7287167250000005,0.005982828660471348,0.001891936541762365,2.4337575,0.02001345617351671,0.006328810536027083,2.4331109348914874,0.019976055627618672,0.006316983444949935,2.82105,0.0543058212553886,0.01717300853730125,2.78585,0.06076139582187209,0.01921444046081544,0.529825,0.009050970209231445,0.002862168089550212,0.05501291666666691,0.0568231620409211,0.017969061590213265,0.0372,0.06111769156489978,0.019327111067674395,0.045796083333333334,0.003946945769895227,0.001248133843403576,0.036449999999999996,0.0032570436492827862,0.001029967637032025,2596.5,271.3625086689595,85.81235989710987,2591.9,274.4960837607706,86.8032833480393
0.3,0.3,two-g,baseline2_matched_0.800,10,0.8,0.7289767000000003,0.005311036910359026,0.0016794973373958039,0.727509025,0.005286179328040006,0.0016716366796704805,2.4299223333333337,0.01770345636786209,0.005598324457985592,2.429078547579299,0.01765001445088612,0.005581424639968624,2.93535,0.060241435536975266,0.01905001458150504,2.9143499999999998,0.0583071607952231,0.018438343201057954,0.510775,0.010040239256162585,0.003175002430250853,0.05433566666666637,0.05419288509032782,0.01713729498612157,0.036325,0.06286991088306428,0.0198812114682291,0.0462985,0.003940731954007191,0.0012461688622868625,0.03295,0.004759201613716318,0.001504991694329241,3540.1,325.84810708194834,103.0422189633399,3532.7,328.1619010996452,103.77390487657931
0.3,0.3,two-g,baseline2_matched_0.950,10,0.95,0.7259394,0.005020401906360281,0.0015875904793549859,0.7243674875000001,0.005001352349216037,0.0015815664804556516,2.4197979999999992,0.01673467302120234,0.005291968264517064,2.4185892737896504,0.016699006174342276,0.005280689417213641,3.143825,0.05454127514501697,0.017247465594818403,3.11525,0.0750352694848674,0.023728235641671026,0.4760291666666666,0.009090212524169505,0.002874577599136404,0.06004195833333327,0.0536363018551749,0.01696128791306674,0.0363,0.06259812297505413,0.019795264585248662,0.04671641666666666,0.003955497469532938,0.0012508381282756564,0.024625,0.003940970692608612,0.0012462443580614519,4750.7,450.3465455747508,142.41208204050352,4736.3,450.1728186670833,142.35714476859482
0.35,0.35,one,baseline1_hdv,10,0.0,0.6739823375000005,0.012870661369447388,0.0040700604920195635,0.6734959624999998,0.012860079275644528,0.004066714140136504,1.9256638214285726,0.03677331819841961,0.011628744262912565,1.9256496426018583,0.036769347464316246,0.01162748860653761,1.9454999999999998,0.06418376395596909,0.02029668829034815,1.9454999999999998,0.06418376395596909,0.02029668829034815,0.6757500000000001,0.010697293992661481,0.0033827813817246806,0.2616671785714285,0.10744261062178093,0.033976336731942766,0.2612,0.1162007840860905,0.03674591436094933,0.03313882142857143,0.007172134957088237,0.002268028215051283,0.0328,0.004607964120230684,0.0014571661996262931,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.35,one,baseline2_all_hdv_yield,10,1.0,0.6748623125,0.009018477668416722,0.002851893045956161,0.6742114499999998,0.008995013926361067,0.002844473159223506,1.928178035714285,0.025767079052618058,0.008148265845588669,1.9276953538241604,0.025718410082517115,0.008132875365899307,2.60345,0.1101406802432436,0.0348295412608958,2.60345,0.1101406802432436,0.0348295412608958,0.5660916666666667,0.018356780040540616,0.005804923543482638,0.23029460714285732,0.079969026522527,0.025288426607759977,0.21070000000000003,0.09553277506233718,0.030210116039351968,0.03682039285714286,0.005556473034799256,0.0017571110547273683,0.012750000000000001,0.00561372326436643,0.0017752151669273469,2592.8,549.4453364783232,173.74987130290995,2592.8,549.4453364783232,173.74987130290995
0.35,0.35,one,baseline2_matched_0.050,10,0.05,0.6709262250000001,0.007956948895244016,0.002516208173453162,0.6704398499999997,0.007951894867603714,0.0025146099495830816,1.9169320714285718,0.022734139700697965,0.007189166209866421,1.916911651179415,0.022735939578564613,0.007189735381223295,1.9454999999999998,0.03883154502320099,0.01227961273366911,1.9454999999999998,0.03883154502320099,0.01227961273366911,0.6757500000000001,0.006471924170533502,0.002046602122278186,0.28547546428571413,0.0634631895900129,0.020068822668352825,0.2864,0.06517233564430028,0.020609302106896613,0.031664928571428566,0.004284432198441067,0.0013548564227636281,0.034499999999999996,0.005542763049438629,0.0017527755766846536,62.0,18.991226044325487,6.005552985917838,62.0,18.991226044325487,6.005552985917838
0.35,0.35,one,baseline2_matched_0.200,10,0.2,0.6724420250000002,0.006916004630163826,0.0021870326939588142,0.6719422000000003,0.006910029034500584,0.002185143044691607,1.9212629285714296,0.01976001322903976,0.006248664839882407,1.9212071479628308,0.019757052278770358,0.006247728505193427,1.9992999999999999,0.040031376582764545,0.012659032787346392,1.9992999999999999,0.040031376582764545,0.012659032787346392,0.6667833333333333,0.0066718960971274156,0.0021098387978910624,0.27649810714285683,0.05754794692413299,0.018198258694674133,0.2727,0.061420771007136596,0.019422953202618574,0.03224528571428571,0.0037325774745039925,0.0011803446362471683,0.03315,0.005662007888844145,0.0017904841058588967,267.0,23.753362335093158,7.5114727066150095,267.0,23.753362335093158,7.5114727066150095
0.35,0.35,one,baseline2_matched_0.350,10,0.35,0.6702592749999999,0.006427591625713719,0.0020325829406679847,0.6697444375000003,0.006418266496786932,0.0020296340759796477,1.9150264999999997,0.018364547502039807,0.00580737983048015,1.914923338098643,0.018351012142351034,0.0058030995739235345,2.05935,0.06012766510609834,0.019014037212310056,2.05935,0.06012766510609834,0.019014037212310056,0.656775,0.01002127751768307,0.0031690062020516803,0.2927046071428569,0.05561795138873249,0.01758794051809196,0.28500000000000003,0.0579808397470904,0.01833515142500268,0.03132803571428571,0.0037966982547302406,0.0012006214073333715,0.0303,0.005067324518696013,0.0016024287122295886,524.5,82.04775032463311,25.945776791866017,524.5,82.04775032463311,25.945776791866017
0.35,0.35,one,baseline2_matched_0.500,10,0.5,0.6696481624999998,0.0057985270444820295,0.00183365525346477,0.6691227250000001,0.00578986692354516,0.001830916682767468,1.9132804642857146,0.016567220127091543,0.005239015009899352,1.9131457469621158,0.01655430142543295,0.005234929757734017,2.10175,0.06448654036997867,0.020392434599352985,2.10175,0.06448654036997867,0.020392434599352985,0.6497083333333333,0.010747756728329779,0.003398739099892165,0.28837796428571394,0.046653816445373815,0.014753232150680175,0.27890000000000004,0.0528576705250367,0.016715063066986415,0.03186442857142857,0.0032962159220478724,0.0010423549973383303,0.02865,0.005958420745279556,0.0018842180812681363,762.5,107.21758769488852,33.905178234469005,762.5,107.21758769488852,33.905178234469005
0.35,0.35,one,baseline2_matched_0.650,10,0.65,0.6749637500000001,0.010607108821053526,0.003354262326379252,0.6744136624999999,0.010593683460467745,0.00335001685459324,1.928467857142857,0.030306025203010137,0.009583606646797882,1.9282735167977123,0.030289302245798656,0.009578318383397701,2.20035,0.06273048612029786,0.01983712148697205,2.20035,0.06273048612029786,0.01983712148697205,0.633275,0.01045508102004966,0.0033061869144953467,0.24763482142857116,0.08722802010846178,0.027583921932970684,0.2326,0.09183523893969629,0.029040852451522683,0.03481307142857143,0.005899338848001309,0.0018655347448798003,0.028449999999999996,0.004399810601984288,0.0013913422775626901,1248.2,181.80746837122933,57.49256956821077,1248.2,181.80746837122933,57.49256956821077
0.35,0.35,one,baseline2_matched_0.800,10,0.8,0.6753937750000002,0.010982910526889728,0.003473101260281151,0.6748055625000002,0.010960310154119073,0.0034659543948887387,1.9296964999999993,0.03137974436254249,0.009923146457946275,1.929394031451037,0.03133755583736448,0.009909805274877687,2.35285,0.10246084618038252,0.03240096449181722,2.35285,0.10246084618038252,0.03240096449181722,0.6078583333333333,0.017076807696730395,0.005400160748636196,0.23727132142857127,0.09187057791925532,0.029052027618081948,0.21244999999999997,0.10212123786080064,0.03229357091159511,0.03579817857142857,0.0061995276122294935,0.001960462767175034,0.0253,0.004467164151400254,0.001412641340027806,1678.5,309.6805701937975,97.92959489120514,1678.5,309.6805701937975,97.92959489120514
0.35,0.35,one,baseline2_matched_0.950,10,0.95,0.6722949125,0.009449825792054065,0.002988297299469553,0.6716760625000001,0.009428548506996358,0.0029815688311488507,1.9208426071428568,0.026999502263010542,0.008537992284198383,1.9204462115797003,0.026957965709782355,0.008524857272762995,2.4753999999999996,0.09950008375205859,0.03146468920340176,2.4753999999999996,0.09950008375205859,0.03146468920340176,0.5874333333333334,0.01658334729200976,0.0052441148672336246,0.25413149999999973,0.07957800903990407,0.0251647760227566,0.2279,0.09081568635917965,0.0287184416166492,0.03484553571428571,0.005611948128633175,0.0017746538197200429,0.0172,0.0029646060259145546,0.0009374907406950155,2192.0,340.6738420640285,107.7305280162808,2192.0,340.6738420640285,107.7305280162808
0.35,0.35,two-2g,baseline1_hdv,10,0.0,0.6726069249999997,0.012691027065603,0.004013255137414862,0.6716427999999999,0.012675860059742031,0.004008458909034284,1.9217340714285711,0.03626007733029352,0.011466443249756509,1.92172474964235,0.036268555249619236,0.01146912420324535,1.9282499999999998,0.043435296706710765,0.013735446843841662,1.9184,0.042287902131303075,0.01337260882052065,0.678625,0.007239216117785138,0.0022892411406402803,0.26994671428571404,0.10093838763582653,0.031919520827419036,0.27294999999999997,0.10479688025466746,0.03313968332846756,0.032672,0.0066393370328540835,0.002099542717732308,0.035625000000000004,0.005476274585275407,0.0017317500781964274,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.35,two-2g,baseline2_all_hdv_yield,10,1.0,0.6717470124999999,0.0065206081999073595,0.002061997364127779,0.6704729125,0.006474584727956187,0.002047443464408321,1.91927717857143,0.018630309142593112,0.005891421040365291,1.9183774320457831,0.01852527819157673,0.0058582073373627565,2.5482,0.12668984437067815,0.04006284646236042,2.5286999999999997,0.11686773150304001,0.036956821652661974,0.5753,0.02111497406177969,0.006677141077060069,0.23779360714285747,0.0648565974671694,0.02050945692849629,0.2213,0.07851891138091793,0.024829859936061748,0.037391,0.00465809320204218,0.0014730184071800178,0.01235,0.003884084333676485,0.0012282553118595134,4594.4,902.5060418388098,285.39746942738566,4568.4,914.9835699799934,289.3432102768844
0.35,0.35,two-2g,baseline2_matched_0.050,10,0.05,0.6729081500000006,0.009873413726462133,0.003122247565679103,0.6719378749999997,0.009871334167327528,0.003121589951339667,1.9225947142857152,0.028209753504177197,0.00892070733051162,1.9225690271816913,0.028244160707661666,0.008931587843604401,1.94055,0.04198921819282237,0.013278156665909787,1.9264,0.046693920613097226,0.014765914202047314,0.6765749999999999,0.006998203032137094,0.0022130261109849746,0.27190582142857134,0.0826199155731905,0.026126711330209787,0.27575,0.07988837698800606,0.02526292298562812,0.03259382142857143,0.005596002136410804,0.0017696112542226407,0.033850000000000005,0.006850790708621402,0.002166410241236256,148.3,52.75530515713299,16.682692295376732,148.1,52.633850535774236,16.644284971792032
0.35,0.35,two-2g,baseline2_matched_0.200,10,0.2,0.6728802625000002,0.010049702961933141,0.0031779951167849162,0.6718864750000001,0.010031190452713513,0.003172140947351027,1.9225150357142855,0.02871343703409558,0.009079986047957185,1.922421959942778,0.02870154635969485,0.00907622588655501,1.987575,0.0540447409816883,0.01709044770559794,1.9775500000000001,0.05321155367440842,0.016826970744743236,0.6687375,0.009007456830281384,0.00284840795093299,0.26674724999999977,0.08365405065719343,0.02645373355758367,0.263725,0.08677000649866161,0.02743908531233827,0.0330815,0.005554031723894154,0.0017563390444336954,0.03375,0.004771151736099879,0.0015087706548342226,619.2,100.19403397630242,31.68413553254127,618.8,99.936424235055,31.602672179562422
0.35,0.35,two-2g,baseline2_matched_0.350,10,0.35,0.6724536874999999,0.007930510901612337,0.0025078477457890483,0.6714383249999998,0.007910128735914738,0.0025014023390639117,1.9212962499999997,0.022658602576036562,0.007165279273683411,1.9211396995708179,0.022632700245822413,0.00715708823766516,2.030725,0.054609529337327586,0.017269049465574074,2.02505,0.051871877416059115,0.01640332791437964,0.6615458333333334,0.00910158822288792,0.002878174910929009,0.2750924642857142,0.06903823995873622,0.021831808391885546,0.27142499999999997,0.07473472066062883,0.023633193758403077,0.03282578571428572,0.004519661208281183,0.0014292423670477208,0.032125,0.002345948043376541,0.0007418539089485356,1009.1,109.59060178683207,34.65559117949079,1005.5,110.8334586465457,35.04861702771673
0.35,0.35,two-2g,baseline2_matched_0.500,10,0.5,0.67366565,0.010571764281007454,0.00334308540143959,0.6726133750000002,0.01054614825520802,0.003334984902826805,1.9247589999999992,0.03020504080288013,0.00955167257554222,1.9245017882689592,0.030174959242369424,0.009542159950863618,2.10455,0.06030164913904836,0.01906905579437244,2.08395,0.05727489754586111,0.018111912899770932,0.6492416666666666,0.01005027485650806,0.00317817596572874,0.2598066785714283,0.08963678566551679,0.028345640483936493,0.255925,0.09416711283080144,0.029778255722739854,0.034124107142857144,0.00613646176002558,0.0019405195936206424,0.030725000000000002,0.0059353578006908925,0.0018769249378230934,1562.2,224.5285431001294,71.00215959156922,1559.2,225.31646879691488,71.25132357445096
0.35,0.35,two-2g,baseline2_matched_0.650,10,0.65,0.6736923750000001,0.007402151591063123,0.002340765861359874,0.6725887250000003,0.007382766657335568,0.0023346358070728246,1.9248353571428567,0.021149004545896213,0.006687902461028709,1.924431258941348,0.02112379587220436,0.006679930778462888,2.2073,0.07739713603659164,0.024475123424952675,2.1870000000000003,0.06802940540677985,0.021512786895239784,0.6321166666666667,0.012899522672765267,0.004079187237492111,0.24905024999999995,0.05748104106550442,0.018177101204466584,0.232225,0.05826966167931836,0.01842648493940779,0.035300928571428566,0.003917250952220924,0.001238743517548154,0.027500000000000004,0.0042097769801050285,0.0013312483698477236,2200.7,258.8079725716862,81.8422669936914,2190.5,262.5872341823866,83.03737445003638
0.35,0.35,two-2g,baseline2_matched_0.800,10,0.8,0.6719071874999998,0.006228701886297574,0.001969688482688746,0.6707561874999997,0.006207684575513229,0.001963042225451731,1.919734821428571,0.017796291103707108,0.0056276813791106255,1.9191879470672426,0.01776161538058069,0.00561671595265134,2.302,0.06396407411803744,0.02022721626368242,2.2879,0.0646803250180798,0.020453714685710365,0.6163333333333333,0.010660679019672907,0.003371202710613737,0.25909107142857135,0.051920810419524434,0.016418801888749973,0.23762499999999998,0.054591825039204456,0.0172634508749297,0.03486867857142857,0.0036139247657223845,0.001142823355217314,0.024875,0.004332131243523344,0.0013699401852311332,2930.4,410.4894639329979,129.8081661529813,2920.4,405.6170059989541,128.2673596654876
0.35,0.35,two-2g,baseline2_matched_0.950,10,0.95,0.6745300374999997,0.01097384292907964,0.003470233834082528,0.6733051749999998,0.010919648674808663,0.0034530961061234678,1.9272286785714274,0.03135383694022863,0.009914953811664708,1.9264811874105892,0.03124362997084052,0.009880103307935621,2.449725,0.11742216393566142,0.03713214858223712,2.4344,0.10703498908716205,0.03384743548466988,0.5917125000000001,0.019570360655943562,0.006188691430372852,0.21964310714285715,0.09856933021778097,0.031170359092544873,0.1897,0.1129551164548704,0.03571954413669543,0.03826046428571429,0.006944477091635277,0.002196036476842931,0.0213,0.004124452825661982,0.0013042665031009232,4316.8,965.28876508535,305.25110974409245,4289.0,979.6605988243525,309.7958826209427
0.35,0.35,two-g,baseline1_hdv,10,0.0,0.6726069249999997,0.012691027065603,0.004013255137414862,0.6716427999999999,0.012675860059742031,0.004008458909034284,1.9217340714285711,0.03626007733029352,0.011466443249756509,1.92172474964235,0.036268555249619236,0.01146912420324535,1.9282499999999998,0.043435296706710765,0.013735446843841662,1.9184,0.042287902131303075,0.01337260882052065,0.678625,0.007239216117785138,0.0022892411406402803,0.26994671428571404,0.10093838763582653,0.031919520827419036,0.27294999999999997,0.10479688025466746,0.03313968332846756,0.032672,0.0066393370328540835,0.002099542717732308,0.035625000000000004,0.005476274585275407,0.0017317500781964274,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.35,two-g,baseline2_all_hdv_yield,10,1.0,0.6717470124999999,0.0065206081999073595,0.002061997364127779,0.6704729125,0.006474584727956187,0.002047443464408321,1.91927717857143,0.018630309142593112,0.005891421040365291,1.9183774320457831,0.01852527819157673,0.0058582073373627565,2.5482,0.12668984437067815,0.04006284646236042,2.5286999999999997,0.11686773150304001,0.036956821652661974,0.5753,0.02111497406177969,0.006677141077060069,0.23779360714285747,0.0648565974671694,0.02050945692849629,0.2213,0.07851891138091793,0.024829859936061748,0.037391,0.00465809320204218,0.0014730184071800178,0.01235,0.003884084333676485,0.0012282553118595134,4594.4,902.5060418388098,285.39746942738566,4568.4,914.9835699799934,289.3432102768844
