requested_density,priority_scenario,treatment_mode,controller_fraction,pairs,priority_speed_delta_mean,priority_speed_delta_ci95_low,priority_speed_delta_ci95_high,worst_priority_speed_delta_mean,worst_priority_speed_delta_ci95_low,worst_priority_speed_delta_ci95_high,background_flow_ratio_mean,background_flow_loss_mean,sufficient_pairs,pv_improvement_significant,background_flow_acceptable,effective_region
0.15,two-2g,baseline2_all_hdv_yield,1.0,10,0.948675,0.9163993750000001,0.9793506250000001,0.9481999999999999,0.9156487499999998,0.9803512499999998,0.9964410292625763,0.003558970737423728,True,True,True,True
0.15,two-2g,baseline2_matched_0.050,0.05,10,0.031774999999999845,0.019399999999999813,0.04497499999999973,0.031300000000000064,0.01059875000000018,0.05195124999999996,0.9998855189215388,0.00011448107846123712,True,True,True,True
0.15,two-2g,baseline2_matched_0.200,0.2,10,0.07627499999999995,0.059524375000000185,0.09402499999999972,0.06975000000000006,0.05150000000000005,0.08860125000000008,0.9991035132191005,0.0008964867808994859,True,True,True,True
0.15,two-2g,baseline2_matched_0.350,0.35,10,0.14947500000000008,0.13049812500000016,0.17112562500000011,0.14540000000000006,0.12190000000000012,0.17175125,0.9994292076977989,0.0005707923022011396,True,True,True,True
0.15,two-2g,baseline2_matched_0.500,0.5,10,0.24312499999999995,0.21919937499999992,0.2655506249999999,0.23070000000000004,0.19880000000000003,0.25884999999999997,0.998825770397767,0.0011742296022330123,True,True,True,True
0.15,two-2g,baseline2_matched_0.650,0.65,10,0.34844999999999987,0.32039937499999993,0.37219999999999986,0.34695,0.3265987499999999,0.3694,0.9983830436405142,0.0016169563594857772,True,True,True,True
0.15,two-2g,baseline2_matched_0.800,0.8,10,0.50125,0.47914937499999993,0.5270249999999999,0.4871500000000001,0.45430000000000026,0.5230012499999999,0.9971411489352136,0.0028588510647864496,True,True,True,True
0.15,two-2g,baseline2_matched_0.950,0.95,10,0.7389749999999998,0.6964743749999998,0.7829499999999998,0.7352000000000003,0.6915000000000002,0.7818512500000003,0.9973057291748416,0.0026942708251583847,True,True,True,True
0.15,two-g,baseline2_all_hdv_yield,1.0,10,0.94115,0.9128493750000001,0.9711250000000001,0.9433499999999999,0.91694875,0.9701499999999996,0.996492773277455,0.0035072267225449982,True,True,True,True
0.15,two-g,baseline2_matched_0.050,0.05,10,0.012175000000000047,-0.004199999999999893,0.030849999999999957,0.0182500000000001,0.0014499999999999958,0.03695000000000013,0.9998962249330328,0.0001037750669672377,True,False,True,False
0.15,two-g,baseline2_matched_0.200,0.2,10,0.06332499999999994,0.04269999999999996,0.08539999999999974,0.06470000000000002,0.03985000000000012,0.09025125000000006,0.999081307410561,0.0009186925894389963,True,True,True,True
0.15,two-g,baseline2_matched_0.350,0.35,10,0.1368249999999999,0.12159999999999985,0.1553,0.13840000000000013,0.11769875000000014,0.16085000000000002,0.9992978255338775,0.0007021744661225293,True,True,True,True
0.15,two-g,baseline2_matched_0.500,0.5,10,0.22037499999999985,0.19532437499999963,0.24589999999999979,0.21354999999999985,0.1850999999999999,0.2422999999999999,0.9987710065208107,0.0012289934791892554,True,True,True,True
0.15,two-g,baseline2_matched_0.650,0.65,10,0.3412750000000001,0.3185500000000001,0.3674250000000002,0.3392000000000001,0.3085500000000002,0.3732012500000001,0.9989585588502721,0.0010414411497279286,True,True,True,True
0.15,two-g,baseline2_matched_0.800,0.8,10,0.4939,0.47175,0.5178031250000001,0.4902500000000001,0.4611000000000004,0.5205,0.9978836179448803,0.002116382055119659,True,True,True,True
0.15,two-g,baseline2_matched_0.950,0.95,10,0.7444,0.71114875,0.774450625,0.7454000000000002,0.7122500000000003,0.7753000000000003,0.9967570932760793,0.003242906723920691,True,True,True,True
0.2,one,baseline2_all_hdv_yield,1.0,10,1.2177,1.1726999999999999,1.2584,1.2177,1.1725499999999998,1.2587499999999998,0.9937014373484645,0.0062985626515355,True,True,True,True
0.2,one,baseline2_matched_0.050,0.05,10,0.05605000000000002,0.02130000000000005,0.09395000000000002,0.05605000000000002,0.020648749999999893,0.09490125,1.0001732831667975,-0.0001732831667975443,True,True,True,True
0.2,one,baseline2_matched_0.200,0.2,10,0.12680000000000008,0.09650000000000017,0.1579000000000002,0.12680000000000008,0.0965974999999998,0.15750000000000014,0.999874824422424,0.00012517557757596443,True,True,True,True
0.2,one,baseline2_matched_0.350,0.35,10,0.18175,0.14655000000000004,0.2134512500000002,0.18175,0.14745000000000008,0.21300124999999992,0.9995908438122786,0.0004091561877214156,True,True,True,True
0.2,one,baseline2_matched_0.500,0.5,10,0.29275,0.25449875,0.33199999999999985,0.29275,0.25479875000000013,0.33245,0.998170152774738,0.0018298472252620268,True,True,True,True
0.2,one,baseline2_matched_0.650,0.65,10,0.41015000000000007,0.36804999999999993,0.4536512500000002,0.41015000000000007,0.36789875,0.45290125000000014,0.9979348577468382,0.002065142253161789,True,True,True,True
0.2,one,baseline2_matched_0.800,0.8,10,0.5790000000000001,0.54394875,0.6131512500000003,0.5790000000000001,0.5430499999999999,0.6130512500000002,0.9959476967538278,0.004052303246172229,True,True,True,True
0.2,one,baseline2_matched_0.950,0.95,10,0.9039999999999999,0.8636987500000003,0.9408024999999999,0.9039999999999999,0.8637487500000003,0.94055,0.9946483443202669,0.005351655679733058,True,True,True,True
0.2,two-2g,baseline2_all_hdv_yield,1.0,10,1.1363000000000003,1.1071000000000002,1.16665,1.128,1.093,1.1654,0.9868517795498443,0.013148220450155734,True,True,True,True
0.2,two-2g,baseline2_matched_0.050,0.05,10,0.02160000000000011,-0.004249999999999866,0.04619999999999998,0.028499999999999925,0.0007974999999996734,0.05484999999999981,0.9989148632590629,0.0010851367409371315,True,False,True,False
0.2,two-2g,baseline2_matched_0.200,0.2,10,0.0979750000000001,0.07674937500000019,0.1203024999999999,0.10299999999999998,0.07940000000000005,0.1271012500000001,0.9982880398396426,0.0017119601603573509,True,True,True,True
0.2,two-2g,baseline2_matched_0.350,0.35,10,0.161425,0.1356250000000001,0.18395000000000006,0.1575999999999999,0.13454999999999978,0.17914999999999992,0.996981815139111,0.003018184860889006,True,True,True,True
0.2,two-2g,baseline2_matched_0.500,0.5,10,0.24502499999999997,0.22217499999999996,0.26799999999999996,0.24855000000000005,0.22224750000000004,0.2780512499999998,0.9956238134607676,0.004376186539232441,True,True,True,True
0.2,two-2g,baseline2_matched_0.650,0.65,10,0.3399250000000002,0.3120250000000003,0.3676750000000001,0.3470499999999999,0.3150999999999998,0.3803999999999999,0.9939624405892052,0.006037559410794757,True,True,True,True
