requested_density,effective_density,density_index,run_index,comparison_mode,pv_speed_graph_ppo,pv_speed_comparison,pv_speed_delta,pv_speed_ratio,priority_time_loss_delta,background_flow_delta,background_flow_ratio,all_speed_delta,priority_stopped_delta
0.05,0.05,0,19,baseline1_hdv,5.5185,5.109,0.4095000000000004,1.0801526717557253,-0.06825000000000003,-0.006020749999988806,0.9757783553058142,-0.11836750000000418,-0.0025
0.05,0.05,0,19,baseline2_matched,5.5185,5.958,-0.4394999999999998,0.926233635448137,0.07324999999999993,-0.0032276249999977913,0.9868676085478373,-0.06674999999997144,0.0025
0.1,0.1,1,0,baseline1_hdv,5.7305,5.0095,0.7210000000000001,1.143926539574808,-0.12016666666666675,-0.001559624999998177,0.9966623241480632,-0.01379374999999694,-0.0015
0.1,0.1,1,0,baseline2_matched,5.7305,5.7965,-0.06599999999999984,0.9886138186836885,0.010999999999999899,-0.0035201250000004847,0.9924982298475661,-0.03536624999999738,0.0
0.1,0.1,1,1,baseline1_hdv,5.833,5.016,0.8170000000000002,1.1628787878787878,-0.13616666666666677,-0.002288999999999486,0.9951019988937247,-0.020847500000003016,-0.0025
0.1,0.1,1,1,baseline2_matched,5.833,5.79,0.04300000000000015,1.007426597582038,-0.0071666666666667656,-0.004582500000000822,0.9902422560883407,-0.04571750000000652,0.0
0.1,0.1,1,2,baseline1_hdv,5.749,5.035,0.7139999999999995,1.1418073485600793,-0.11899999999999988,-0.002380249999999473,0.9949094340681899,-0.022017499999980927,-0.0005
0.1,0.1,1,2,baseline2_matched,5.749,5.81,-0.06099999999999994,0.9895008605851979,0.010166666666666657,-0.004092124999999225,0.991280225019579,-0.04107374999999358,-0.001
0.1,0.1,1,3,baseline1_hdv,5.832,5.0065,0.8254999999999999,1.1648856486567463,-0.13758333333333328,-0.0030064999999975806,0.9935664810775366,-0.028001249999990208,-0.0005
0.1,0.1,1,3,baseline2_matched,5.832,5.8225,0.009500000000000064,1.0016316015457278,-0.001583333333333381,-0.004241249999998198,0.9909481934136074,-0.042388749999998865,0.0
0.1,0.1,1,4,baseline1_hdv,5.837,4.9965,0.8404999999999996,1.1682177524266986,-0.14008333333333334,-0.002512374999997846,0.9946242656140805,-0.023022500000004165,-0.001
0.1,0.1,1,4,baseline2_matched,5.837,5.7595,0.07749999999999968,1.0134560291691987,-0.012916666666666687,-0.0039652499999988655,0.9915418397898309,-0.03945875000000143,-0.0005
0.1,0.1,1,5,baseline1_hdv,5.779,5.0505,0.7284999999999995,1.1442431442431442,-0.1214166666666665,-0.0018098749999986286,0.996126124752217,-0.016277500000001055,0.0
0.1,0.1,1,5,baseline2_matched,5.779,5.8105,-0.031500000000000306,0.9945787797951983,0.005250000000000088,-0.003860249999999621,0.9917735836189847,-0.03868124999999978,0.0
0.1,0.1,1,6,baseline1_hdv,5.7125,4.982,0.7305000000000001,1.1466278602970694,-0.12175000000000002,-0.0023304999999980147,0.9950098804046846,-0.021478750000011537,-0.001
0.1,0.1,1,6,baseline2_matched,5.7125,5.769,-0.05649999999999977,0.9902062749176634,0.009416666666666629,-0.004308874999999324,0.9908126577487815,-0.043230000000010094,0.0
0.1,0.1,1,7,baseline1_hdv,5.8655,5.053,0.8125,1.160795566989907,-0.13541666666666674,-0.0032686249999997474,0.9930079372973833,-0.030655000000014532,-0.001
0.1,0.1,1,7,baseline2_matched,5.8655,5.847,0.018499999999999517,1.0031640157345647,-0.003083333333333327,-0.004984125000001394,0.9893772165765797,-0.049795000000006695,0.0
0.1,0.1,1,8,baseline1_hdv,5.831,5.0145,0.8165000000000004,1.1628277993817928,-0.13608333333333344,-0.002168499999999962,0.9953553761093163,-0.019643750000001958,-0.0015
0.1,0.1,1,8,baseline2_matched,5.831,5.826,0.005000000000000782,1.0008582217645041,-0.0008333333333334636,-0.004439625000000447,0.9905369760526895,-0.04438375000000239,0.001
0.1,0.1,1,9,baseline1_hdv,5.704,5.048,0.6559999999999997,1.1299524564183834,-0.10933333333333328,-0.001987749999998234,0.9957474392909691,-0.018237500000000573,-0.001
0.1,0.1,1,9,baseline2_matched,5.704,5.817,-0.11300000000000043,0.9805741791301358,0.01883333333333337,-0.003516374999999572,0.9925016452879203,-0.03544624999999968,0.0
0.1,0.1,1,10,baseline1_hdv,5.676,5.059,0.617,1.1219608618304013,-0.10283333333333333,-0.001489875000000307,0.9968112633914089,-0.013356249999993075,-0.0005
0.1,0.1,1,10,baseline2_matched,5.676,5.8025,-0.12650000000000006,0.9781990521327014,0.021083333333333343,-0.003026375000000081,0.9935439674721128,-0.030580000000004937,0.0
0.1,0.1,1,11,baseline1_hdv,5.851,5.048,0.8029999999999999,1.1590729001584785,-0.13383333333333325,-0.0013973749999990903,0.9970075019909407,-0.011966249999985301,-0.0015
0.1,0.1,1,11,baseline2_matched,5.851,5.8235,0.027499999999999858,1.0047222460719498,-0.004583333333333273,-0.0034767500000005835,0.992587499433681,-0.034698750000004,0.0
0.1,0.1,1,12,baseline1_hdv,5.8495,5.027,0.8224999999999998,1.163616471056296,-0.13708333333333333,-0.002093750000000949,0.9955197815686201,-0.01888125000000329,-0.0005
0.1,0.1,1,12,baseline2_matched,5.8495,5.7525,0.09699999999999953,1.0168622338113862,-0.01616666666666655,-0.003521125000001568,0.9924884189013736,-0.03496875000000266,0.0
0.1,0.1,1,13,baseline1_hdv,5.9465,5.0075,0.9390000000000001,1.1875187219171244,-0.15650000000000008,-0.002802874999999594,0.9940012782363022,-0.02568124999999366,-0.002
0.1,0.1,1,13,baseline2_matched,5.9465,5.8035,0.14300000000000068,1.0246403032652711,-0.023833333333333484,-0.004627874999999337,0.9901339431210097,-0.04592124999999303,0.0
0.1,0.1,1,14,baseline1_hdv,5.888,5.0195,0.8685,1.173025201713318,-0.14474999999999993,-0.0020700000000000163,0.9955673331727294,-0.0185287500000042,-0.001
0.1,0.1,1,14,baseline2_matched,5.888,5.783,0.10499999999999954,1.0181566660902646,-0.01749999999999985,-0.003860500000001099,0.9917647585850848,-0.038342500000019264,-0.0005
0.1,0.1,1,15,baseline1_hdv,5.7525,5.026,0.7265000000000006,1.144548348587346,-0.12108333333333343,-0.002251999999998089,0.9951805101714657,-0.020703749999992027,-0.0015
0.1,0.1,1,15,baseline2_matched,5.7525,5.7735,-0.020999999999999908,0.9963626916082099,0.0034999999999999476,-0.004317749999999343,0.9908002836992025,-0.043230000000014535,0.0
0.1,0.1,1,16,baseline1_hdv,5.8805,5.0315,0.8489999999999993,1.1687369571698298,-0.14149999999999996,-0.002854750000000239,0.9938924838614002,-0.026424999999992593,-0.0005
0.1,0.1,1,16,baseline2_matched,5.8805,5.752,0.12849999999999984,1.0223400556328233,-0.02141666666666664,-0.004425250000000713,0.9905642248135659,-0.043931250000006195,0.0
0.1,0.1,1,17,baseline1_hdv,5.8255,5.0385,0.7869999999999999,1.1561972809367866,-0.13116666666666665,-0.0026218749999992186,0.9943893664651848,-0.02425124999998829,-0.0015
0.1,0.1,1,17,baseline2_matched,5.8255,5.762,0.06350000000000033,1.0110204790003472,-0.010583333333333389,-0.0038494999999997837,0.9917839166887663,-0.03833624999999685,-0.001
0.1,0.1,1,18,baseline1_hdv,5.869,5.0435,0.8254999999999999,1.1636760186378508,-0.13758333333333328,-0.0029626249999993304,0.993657796072764,-0.027562499999987722,-0.0015
0.1,0.1,1,18,baseline2_matched,5.869,5.8265,0.04249999999999954,1.0072942589891014,-0.007083333333333219,-0.004744375000000189,0.9898821283278277,-0.047337499999976274,0.0
0.1,0.1,1,19,baseline1_hdv,5.9055,4.9905,0.915,1.1833483618875864,-0.15249999999999997,-0.0025520000000011644,0.994537566006192,-0.02323250000000332,-0.0005
0.1,0.1,1,19,baseline2_matched,5.9055,5.8355,0.07000000000000028,1.0119955445120383,-0.011666666666666714,-0.004948750000000224,0.9894615010719504,-0.04931250000001608,0.0
