requested_density,av_fraction,treatment_mode,comparison_mode,runs,pv_speed_win_rate,pv_speed_tie_rate,pv_speed_delta_valid_runs,pv_speed_delta_mean,pv_speed_delta_std,pv_speed_delta_ci_low,pv_speed_delta_ci_high,pv_speed_ratio_valid_runs,pv_speed_ratio_mean,pv_speed_ratio_std,pv_speed_ratio_ci_low,pv_speed_ratio_ci_high,priority_time_loss_delta_valid_runs,priority_time_loss_delta_mean,priority_time_loss_delta_std,priority_time_loss_delta_ci_low,priority_time_loss_delta_ci_high,background_flow_delta_valid_runs,background_flow_delta_mean,background_flow_delta_std,background_flow_delta_ci_low,background_flow_delta_ci_high,background_flow_ratio_valid_runs,background_flow_ratio_mean,background_flow_ratio_std,background_flow_ratio_ci_low,background_flow_ratio_ci_high,all_speed_delta_valid_runs,all_speed_delta_mean,all_speed_delta_std,all_speed_delta_ci_low,all_speed_delta_ci_high,priority_stopped_delta_valid_runs,priority_stopped_delta_mean,priority_stopped_delta_std,priority_stopped_delta_ci_low,priority_stopped_delta_ci_high,completed_priority_laps_delta_valid_runs,completed_priority_laps_delta_mean,completed_priority_laps_delta_std,completed_priority_laps_delta_ci_low,completed_priority_laps_delta_ci_high,priority_lap_time_delta_valid_runs,priority_lap_time_delta_mean,priority_lap_time_delta_std,priority_lap_time_delta_ci_low,priority_lap_time_delta_ci_high,pv_speed_advantage
0.25,0.9,graph_ppo,grid_cnn_ppo,30,0.8666666666666667,0.0,30,0.19644999999999996,0.227325391500135,0.11956666666666667,0.28103416666666664,30,1.052704646985802,0.06377227293992245,1.0311399076391434,1.0766930161588797,30,-0.032741666666666655,0.03788756525002249,-0.04636944444444442,-0.020274652777777766,30,0.006853345833333243,0.012652489879189132,0.002944907708333181,0.011592260520833411,30,1.0094405866962666,0.01783547608219969,1.0039300347801354,1.0165138543065442,30,0.027609833333331682,0.050759575726864674,0.011882546249998136,0.047907196666665555,30,-0.030883333333333332,0.04542494441067202,-0.04833375,-0.016383333333333337,30,0.43333333333333335,0.6260623155792925,0.2,0.6666666666666666,30,-12.008730158730158,15.554484893004483,-17.862316468253965,-6.851532738095243,True
0.25,0.9,graph_ppo,left_if_safe,30,0.9333333333333333,0.0,30,0.41168333333333335,0.41417911091644893,0.2770483333333334,0.5639675000000002,30,1.1261547934012908,0.1586087736073402,1.0762334697951823,1.1872834727696013,30,-0.06861388888888888,0.06902985181940817,-0.09473902777777776,-0.045798611111111116,30,0.01472323333333337,0.03788994524061771,0.0030461023958336386,0.02935913833333304,30,1.0228077795155976,0.05988422144406543,1.0043332148804165,1.0454603800755802,30,0.05930461666666552,0.15193495133124837,0.012075865416665953,0.11715687083333205,30,-0.056549999999999996,0.10015344692537788,-0.09608416666666665,-0.025183333333333335,30,1.1333333333333333,0.8995528902176071,0.8333333333333334,1.4666666666666666,30,-25.51670634920634,34.112213236089325,-38.637245039682526,-14.707719246031747,True
0.25,0.9,graph_ppo,node_mlp_ppo,30,0.9333333333333333,0.0,30,0.23620000000000002,0.2294534961523832,0.15499875000000002,0.31921750000000004,30,1.0628340564069272,0.06183278794604916,1.041128269925481,1.0849505434270694,30,-0.039366666666666654,0.03824224935873054,-0.052844930555555565,-0.025752777777777795,30,0.002934516666666542,0.005379420925757945,0.0011877268749997062,0.00491199104166688,30,1.0039425141570235,0.0072539050104036985,1.001598502526648,1.006679815038807,30,0.01197426666666653,0.021609121853310244,0.005094037916666148,0.02000142458333285,30,-0.02178333333333333,0.028959747133270833,-0.03258333333333333,-0.012566666666666669,30,0.6,0.5632418479750461,0.4,0.8,30,-14.913095238095242,14.573879899011585,-20.11376488095238,-9.82135416666667,True
0.25,0.9,graph_ppo,noop,30,1.0,0.0,30,0.9689000000000001,0.11894619183363597,0.9273654166666666,1.0103174999999998,30,1.3055997736998528,0.039099848964109916,1.291696075630997,1.3194782618204088,30,-0.1614833333333333,0.01982436530560599,-0.16861951388888888,-0.15453881944444445,30,-0.016205858333333243,0.0019969369676945802,-0.016904814895832877,-0.01548928489583292,30,0.9790210228883786,0.002571271865579915,0.9781303582796217,0.9799521658352749,30,-0.06385453333333496,0.007943623682282191,-0.06665750083333594,-0.06107546708333629,30,-0.011150000000000002,0.005933757895180818,-0.013250000000000003,-0.009116666666666667,30,1.9,0.3051285766293647,1.8,2.0,30,-73.26726190476191,7.645512098074878,-75.91627976190476,-70.5249751984127,True
0.25,0.9,grid_cnn_ppo,baseline1_hdv,30,1.0,0.0,30,0.8321666666666668,0.1976300677482071,0.7598975,0.8984033333333332,30,1.2672322906991753,0.06365564546693545,1.2448036409554073,1.289043590999233,30,-0.13869444444444443,0.03293834462470118,-0.14999166666666666,-0.12650812499999997,30,-0.02045115416666664,0.012801363411386813,-0.025371337708333486,-0.016473395416666682,30,0.973431933446111,0.016644493396456437,0.9670958439510284,0.9785980386692726,30,-0.08097244999999928,0.05135609328608928,-0.10082747624999817,-0.06488021375000093,30,0.02106666666666667,0.044878136396655124,0.006549583333333336,0.03795,30,1.4666666666666666,0.571346463723366,1.2666666666666666,1.6666666666666667,30,-67.50853174603175,13.890357428324263,-72.0077728174603,-62.25163194444446,True
0.25,0.9,grid_cnn_ppo,baseline2_matched,30,0.6,0.0,30,0.05090000000000002,0.21372575079228087,-0.026867916666666672,0.12338416666666671,30,1.0131775563216954,0.05524235727233704,0.9933752171858212,1.0321170926672416,30,-0.00848333333333334,0.03562095846538014,-0.0206836111111111,0.00427784722222222,30,-0.016113629166666765,0.013019644922246628,-0.021159630000000186,-0.012090048645833663,30,0.9789522656242224,0.01700371492538338,0.972355537117696,0.9841567561212117,30,-0.06440361666666534,0.05224231812127191,-0.08431281749999785,-0.04809766041666494,30,0.0323,0.04600104946329092,0.017549583333333337,0.049883749999999984,30,0.4666666666666667,0.571346463723366,0.26666666666666666,0.6666666666666666,30,-2.932341269841274,15.31564067905664,-8.086369047619051,2.788700396825392,False
0.25,0.9,grid_cnn_ppo,left_if_safe,30,0.7,0.0,30,0.2152333333333334,0.4562998245507634,0.06741416666666677,0.38205041666666656,30,1.0730480522994061,0.1640752676330368,1.0227884546651955,1.1375922584501044,30,-0.035872222222222215,0.07604997075846058,-0.06468999999999997,-0.011304444444444459,30,0.007869887500000127,0.034634460558311944,-0.003090052395833007,0.021014560937500173,30,1.0131238821942397,0.05338010989741488,0.9962932183910432,1.0337532300720624,30,0.03169478333333384,0.1389591735166944,-0.012153527916665586,0.0852097604166691,30,-0.02566666666666666,0.09768698545065653,-0.06290083333333332,0.006201666666666642,30,0.7,1.0221680811915899,0.36666666666666664,1.0666666666666667,30,-13.50797619047619,36.97168348659898,-27.363300595238098,-1.7758095238095262,True
0.25,0.9,grid_cnn_ppo,noop,30,1.0,0.0,30,0.7724499999999999,0.21508836796647737,0.6941658333333333,0.8463029166666668,30,1.2436944267704222,0.06897066625025254,1.2181975511097693,1.2673266089833224,30,-0.12874166666666667,0.03584806132774622,-0.1405388888888889,-0.11600770833333333,30,-0.023059204166666483,0.012930787738211921,-0.028088749583332864,-0.01904916166666682,30,0.970147600129727,0.016742769086580928,0.96384211114019,0.9753322727853263,30,-0.09146436666666664,0.05188672287631674,-0.11173498541666504,-0.0755796195833319,30,0.019733333333333332,0.04681046400357387,0.004700000000000001,0.036917083333333336,30,1.4666666666666666,0.571346463723366,1.2666666666666666,1.6666666666666667,30,-61.258531746031736,15.664878673291593,-66.50452876984127,-55.37818948412697,True
0.25,0.9,left_if_safe,baseline1_hdv,30,0.9,0.0,30,0.6169333333333334,0.3953732355664694,0.4630041666666667,0.7404012499999998,30,1.198463822672377,0.12654427837175847,1.1492348058084192,1.238381476940474,30,-0.1028222222222222,0.06589553926107823,-0.1235507638888889,-0.0776386111111111,30,-0.02832104166666677,0.03740546552268965,-0.04281429552083375,-0.016642318125000048,30,0.9631821808412127,0.04868687814502197,0.9445013908692003,0.9781429723432618,30,-0.11266723333333312,0.14999823033747625,-0.17067823375000002,-0.065916693750001,30,0.046733333333333335,0.10030167713842877,0.0152,0.08508333333333333,30,0.7666666666666667,0.8172001541568769,0.4666666666666667,1.0333333333333334,30,-54.000555555555565,33.06184447108271,-64.06496726190477,-41.36606746031747,True
0.25,0.9,left_if_safe,baseline2_matched,30,0.43333333333333335,0.0,30,-0.1643333333333334,0.4049769540768133,-0.3196841666666667,-0.035882916666666764,30,0.9582019501954839,0.10387342607412106,0.9191628396914255,0.991735073173535,30,0.027388888888888886,0.06749615901280222,0.005891597222222211,0.05322777777777776,30,-0.02398351666666689,0.03787340091687729,-0.03847687906250012,-0.012278741875000032,30,0.9686687517831859,0.049472761953738384,0.9493493069835874,0.9839646203830917,30,-0.09609839999999918,0.1518780170314425,-0.15544882624999767,-0.04834853874999863,30,0.05796666666666666,0.10067821163911572,0.02649958333333334,0.09566749999999999,30,-0.23333333333333334,0.8172001541568769,-0.5333333333333333,0.03333333333333333,30,10.575634920634919,33.95621173513407,0.0010446428571416538,24.074538690476185,False
0.25,0.9,left_if_safe,noop,30,0.9,0.0,30,0.5572166666666666,0.38894775562946166,0.40892708333333333,0.6809687499999998,30,1.1756500610708156,0.12323643150406118,1.128955894990058,1.2158649335521552,30,-0.09286944444444444,0.0648246259382436,-0.11346124999999997,-0.06813881944444444,30,-0.030929091666666613,0.03773279702666856,-0.04510030822916636,-0.01921047281249989,30,0.9599497923741261,0.04888576957097133,0.9418543257972102,0.9754091003919614,30,-0.12315915000000048,0.15130394719941392,-0.18244579375000028,-0.07593135083333542,30,0.0454,0.099548324775042,0.014182083333333345,0.08435041666666665,30,0.7666666666666667,0.8172001541568769,0.4666666666666667,1.0333333333333334,30,-47.75055555555556,32.55465063469725,-57.73907738095239,-34.99116666666666,True
0.25,0.9,node_mlp_ppo,baseline1_hdv,30,1.0,0.0,30,0.7924166666666665,0.17695762610518265,0.7303645833333333,0.8547508333333336,30,1.25479062006121,0.057451155894309464,1.234357697258703,1.27466665490412,30,-0.13206944444444443,0.029492937684197112,-0.14236118055555555,-0.1215329861111111,30,-0.01653232499999994,0.005561207897353552,-0.018647703750000084,-0.014759630520833176,30,0.9785276685600804,0.007207114908151548,0.9757973425189244,0.9808247571459625,30,-0.06533688333333412,0.022358110428718922,-0.07388110083333438,-0.05818302666666797,30,0.011966666666666669,0.028595253203060233,0.002433333333333334,0.022217083333333332,30,1.3,0.466091599699399,1.1333333333333333,1.4666666666666666,30,-64.60416666666666,12.634957376865206,-68.90139384920634,-60.21415674603174,True
0.25,0.9,node_mlp_ppo,baseline2_matched,30,0.5333333333333333,0.0,30,0.011150000000000009,0.1760866827093582,-0.05041999999999999,0.07363625,30,1.0029608488524573,0.04526242479182608,0.9867913959258324,1.0190161859165985,30,-0.0018583333333333286,0.029347780451559707,-0.012280694444444438,0.008342083333333337,30,-0.012194800000000065,0.005372977131839242,-0.014264828750000118,-0.010466970104166714,30,0.98407053745472,0.007016939299497685,0.9813669948791042,0.986348762875357,30,-0.048768050000000195,0.021576072897504347,-0.057167295000001006,-0.04171685333333321,30,0.023200000000000002,0.02834777860299,0.013933333333333334,0.03364999999999999,30,0.3,0.466091599699399,0.13333333333333333,0.4666666666666667,30,-0.027976190476191695,11.428881887844938,-3.9667410714285776,4.012708333333331,False
0.25,0.9,node_mlp_ppo,grid_cnn_ppo,30,0.36666666666666664,0.0,30,-0.039750000000000014,0.24582050326932917,-0.12440291666666675,0.050335,30,0.9923807841067496,0.0646876186852356,0.9703948929785361,1.0166985153921173,30,0.00662500000000001,0.04097008387822151,-0.008236180555555537,0.020697500000000014,30,0.003918829166666701,0.013916265342019007,-0.00044453781249973866,0.009124893020833311,30,1.0055316826301994,0.019500791219864755,0.9995490458205541,1.0133161251794232,30,0.015635566666665154,0.055820656756587025,-0.0017342212500004559,0.03716904624999824,30,-0.0091,0.04933285958144691,-0.02725083333333332,0.0071170833333333286,30,-0.16666666666666666,0.6989318615762461,-0.4,0.1,30,2.9043650793650824,17.489064890925004,-3.4316418650793565,8.758497023809522,False
0.25,0.9,node_mlp_ppo,left_if_safe,30,0.6,0.0,30,0.17548333333333338,0.44651017448602465,0.03761333333333339,0.34900416666666667,30,1.0626796070989077,0.16533079185710384,1.01223369651762,1.1285865836396238,30,-0.029247222222222213,0.07441836241433746,-0.05828145833333333,-0.0059275694444444384,30,0.011788716666666829,0.038684209591188276,-0.0003188470833332918,0.026664115625000054,30,1.0188756695286973,0.06078634822426074,1.000103590139638,1.042089128137956,30,0.04733034999999899,0.1551322575884924,-0.000858097500000167,0.10639418333333252,30,-0.03476666666666666,0.10415942135722175,-0.074235,-0.0017333333333333322,30,0.5333333333333333,1.0080138659874616,0.2,0.9,30,-10.603611111111109,37.24239199936968,-25.011680555555547,0.9952708333333421,True
0.25,0.9,node_mlp_ppo,noop,30,1.0,0.0,30,0.7327,0.1837105857329534,0.6682154166666667,0.7965666666666668,30,1.2312464819072992,0.05910377380234493,1.2106399574839333,1.2516141366300237,30,-0.12211666666666665,0.03061843095549225,-0.13290006944444444,-0.1115304861111111,30,-0.019140374999999783,0.005429995165247512,-0.021198017812499897,-0.01739919937499957,30,0.9752222140851882,0.007024939532840659,0.9725375999212461,0.9774769855363236,30,-0.0758288000000015,0.02181042948303516,-0.08402207125000126,-0.06881275708333572,30,0.010633333333333331,0.030369543878733165,0.00065,0.02196666666666666,30,1.3,0.466091599699399,1.1333333333333333,1.4666666666666666,30,-58.35416666666665,13.084626592312333,-62.96271825396824,-53.715292658730164,True
0.25,0.9,noop,baseline1_hdv,30,0.8,0.0,30,0.059716666666666654,0.07904131212845916,0.03066624999999997,0.08611666666666665,30,1.0195165182739023,0.025325546178953814,1.0103292492563054,1.0283999451407368,30,-0.009952777777777781,0.013173552021409856,-0.014377847222222217,-0.005275000000000015,30,0.0026080499999998432,0.0016496227522634693,0.002027052395833131,0.0032036420833334795,30,1.003390455371856,0.002147102693136531,1.002639863026513,1.004165606237075,30,0.010491916666667371,0.006601644729864579,0.008218998333334629,0.012788646249999926,30,0.0013333333333333333,0.006924884330334028,-0.0012500000000000002,0.0037000000000000006,30,0.0,0.0,0.0,0.0,30,-6.250000000000005,7.671756181727714,-8.850000000000007,-3.4831944444444503,True
0.25,0.9,noop,baseline2_matched,30,0.0,0.0,30,-0.7215500000000001,0.07715002737613207,-0.7466170833333333,-0.6931662500000001,30,0.8148862355894025,0.018165024902627256,0.8087928438396028,0.8217439483098262,30,0.12025833333333331,0.012858337896022002,0.11548319444444445,0.12441673611111109,30,0.006945574999999719,0.0010990529414468355,0.00655634218750015,0.007339598749999733,30,1.0090746344531611,0.0014428693016202406,1.0085727013439916,1.0095982476008902,30,0.0270607500000013,0.00440066023994224,0.02554905291666709,0.02862341791666855,30,0.012566666666666669,0.005635070805988665,0.010533333333333336,0.014500000000000004,30,-1.0,0.0,-1.0,-1.0,30,58.326190476190476,6.670539427557103,55.78095238095237,60.4317857142857,False
0.25,0.95,baseline2_matched,baseline1_hdv,30,1.0,0.0,30,0.9587666666666664,0.10178330034875586,0.9224666666666665,0.9947183333333331,30,1.3084871457425633,0.036805204038695125,1.295506902124803,1.3212334771946295,30,-0.1597944444444444,0.016963883391459305,-0.1659139583333333,-0.15376375,30,-0.005226600000000018,0.0018463708970992486,-0.005891629479166625,-0.004576485312499968,30,0.9932132958555621,0.0023900848088439196,0.9923490033872109,0.9940432956134043,30,-0.019947633333332708,0.00737610717222099,-0.022565453749998906,-0.017440787083331917,30,-0.01261666666666667,0.0049089702082765925,-0.014350416666666666,-0.010916666666666668,30,1.8666666666666667,0.34574590364176044,1.7333333333333334,1.9666666666666666,30,-75.65,7.9728147649138,-78.40304067460318,-72.7958779761905,True
0.25,0.95,graph_ppo,baseline1_hdv,30,1.0,0.0,30,1.3958666666666666,0.11824958506403352,1.3543162499999997,1.4364337499999997,30,1.4487456666737897,0.041320365464607635,1.4341037231260239,1.4632810639690177,30,-0.23264444444444446,0.019708264177338914,-0.23944729166666667,-0.22568312499999998,30,-0.018027554166666716,0.0019987600546646908,-0.01875090604166651,-0.017342275312499992,30,0.9765844678779808,0.0025710002501549076,0.9756537864623811,0.9774470313741014,30,-0.07071434999999889,0.007979427697640843,-0.07351676916666545,-0.06801603624999869,30,-0.009500000000000003,0.008050487241626198,-0.012066666666666668,-0.0064666666666666674,30,2.5,0.5085476277156078,2.3333333333333335,2.6666666666666665,30,-99.81018518518518,7.8257324789521885,-102.49125,-97.06194444444444,True
0.25,0.95,graph_ppo,baseline2_matched,30,1.0,0.0,30,0.4371000000000001,0.135764463889386,0.38974916666666665,0.4863179166666667,30,1.1077008631824958,0.03468752106678704,1.0955188659657582,1.1199839384526,30,-0.07285000000000001,0.022627410648231004,-0.08066118055555556,-0.06474722222222226,30,-0.012800954166666696,0.001946700294364982,-0.013452661041666678,-0.012094720312500189,30,0.9832601518644989,0.0025324969986052826,0.9823973504388939,0.9841712501717254,30,-0.05076671666666618,0.007754189123308777,-0.053482103749999156,-0.04790549583333293,30,0.0031166666666666678,0.006638034780499904,0.0011666666666666668,0.005833333333333333,30,0.6333333333333333,0.6149478998583782,0.43333333333333335,0.8666666666666667,30,-24.16018518518519,6.777509666441563,-26.561149140211647,-21.77520006613757,True
0.25,0.95,graph_ppo,grid_cnn_ppo,30,0.5666666666666667,0.0,30,0.02283333333333335,0.19913664228074807,-0.047551666666666735,0.0947670833333334,30,1.0064635648591025,0.045055191851937626,0.9908103671332462,1.022168919800571,30,-0.0038055555555555694,0.03318944038012466,-0.01550284722222226,0.007755833333333315,30,0.0026075958333333462,0.00696348368319476,0.0003398377083332466,0.005286799270833343,30,1.003561984037594,0.009464629355702144,1.0005142207211004,1.0071890243816268,30,0.010453216666668859,0.027932380014428163,0.0013817275000028518,0.020911716250003903,30,-0.013699999999999997,0.024108089928486662,-0.022517499999999996,-0.005682916666666672,30,0.0,0.6432675209026769,-0.23333333333333334,0.23333333333333334,30,-2.043055555555555,9.785008911527896,-5.438993055555557,1.3783564814814828,False
0.25,0.95,graph_ppo,left_if_safe,30,0.7333333333333333,0.0,30,0.2098833333333333,0.3734696978737164,0.08609166666666661,0.35165166666666653,30,1.0560216824580109,0.10508905868908983,1.0227270986933936,1.0962119190325905,30,-0.034980555555555556,0.06224494964561941,-0.05811131944444445,-0.014347152777777771,30,0.007408495833333469,0.02130946746866119,0.0010319423958332944,0.015957750520833622,30,1.0108330804184114,0.03174663456567422,1.0012866827756823,1.0232416247917084,30,0.029843866666667475,0.08555421653859634,0.004059193750001161,0.06402450083333386,30,-0.023899999999999998,0.05899698998750874,-0.04688375,-0.00555,30,0.5,1.0085838484282528,0.16666666666666666,0.8666666666666667,30,-10.862962962962964,19.094160058688477,-18.25138888888889,-4.862905092592593,True
0.25,0.95,graph_ppo,node_mlp_ppo,30,0.6333333333333333,0.0,30,0.09348333333333333,0.22120709142984218,0.0156324999999999,0.17336833333333324,30,1.0228834918868914,0.05171600315436103,1.0051038702987503,1.041906301095869,30,-0.015580555555555564,0.03686784857164036,-0.028911458333333345,-0.0027581944444444685,30,0.0014788125000001374,0.0038449543299367414,0.00016900479166683628,0.002855931666666787,30,1.001990384371138,0.0051378723332807,1.0001929846210338,1.0038017668053127,30,0.006008733333334959,0.015477269069749236,0.0006491550000011936,0.011497660000001351,30,-0.007683333333333333,0.017827953318881838,-0.014216666666666666,-0.0015833333333333333,30,0.16666666666666666,0.7466399831028447,-0.1,0.43333333333333335,30,-5.153240740740741,11.44877807980913,-9.149710648148151,-1.3531597222222236,True
0.25,0.95,graph_ppo,noop,30,1.0,0.0,30,1.334733333333333,0.11531940152383771,1.2937829166666666,1.3754845833333336,30,1.4206506192761272,0.037902547985786884,1.407362223390495,1.4339429289998469,30,-0.22245555555555557,0.019219900253972945,-0.22942520833333335,-0.21563604166666667,30,-0.021083783333333148,0.0017506030124662412,-0.021718897708333185,-0.02046337291666673,30,0.9727215396171638,0.0022467780813675707,0.9718930958952627,0.9735009927964852,30,-0.08300039999999902,0.006999812927794439,-0.08550135041666404,-0.0806039779166663,30,-0.010733333333333334,0.00868186112787334,-0.013600000000000003,-0.007483333333333334,30,2.5,0.5085476277156078,2.3333333333333335,2.6666666666666665,30,-93.53796296296295,6.6264420799440655,-95.90190972222223,-91.17810185185186,True
0.25,0.95,grid_cnn_ppo,baseline1_hdv,30,1.0,0.0,30,1.3730333333333329,0.17729703954066767,1.310465416666667,1.4362666666666661,30,1.441460316695123,0.05967118736693335,1.4204147830364473,1.4619431849850546,30,-0.2288388888888889,0.029549506590111276,-0.23921416666666667,-0.21845750000000003,30,-0.02063515000000006,0.0063807571043387025,-0.023082500520833698,-0.01858093114583316,30,0.9731910228745538,0.008310686443703648,0.9700440229877023,0.9759136073292032,30,-0.08116756666666775,0.02560401116330401,-0.0909824616666687,-0.07275318458333388,30,0.004200000000000001,0.024055467512425932,-0.0037999999999999996,0.012834166666666653,30,2.5,0.5085476277156078,2.3333333333333335,2.6666666666666665,30,-97.76712962962964,10.605407387723758,-101.4861574074074,-94.03458333333334,True
0.25,0.95,grid_cnn_ppo,baseline2_matched,30,1.0,0.0,30,0.41426666666666667,0.16767943211384925,0.35556625000000003,0.4731008333333333,30,1.101891909175546,0.04153260444549127,1.0870212257430272,1.1164983702132163,30,-0.06904444444444446,0.027946572018974873,-0.07904180555555552,-0.05926666666666668,30,-0.015408550000000043,0.006605983319952353,-0.017915727604166674,-0.013324230625,30,0.9798460655013606,0.008643866471828025,0.9764929410444194,0.9826013669312179,30,-0.06121993333333504,0.026517451958564815,-0.07130783375000216,-0.05287063375000168,30,0.016816666666666664,0.02299268374390268,0.009316666666666668,0.02556708333333333,30,0.6333333333333333,0.6149478998583782,0.43333333333333335,0.8333333333333334,30,-22.11712962962963,8.803347697895324,-25.184082341269843,-19.016924603174605,True
0.25,0.95,grid_cnn_ppo,left_if_safe,30,0.7,0.0,30,0.1870499999999999,0.4040975332507122,0.05446291666666668,0.34058499999999986,30,1.0509583184299431,0.1127050209136582,1.015425598702328,1.0934128438153286,30,-0.03117499999999999,0.06734958887511869,-0.05648902777777779,-0.009065972222222213,30,0.004800900000000123,0.023607057617957845,-0.0024600687499999993,0.013730080729166547,30,1.0073825929570694,0.03471564611820799,0.9967223493821367,1.0206865359677382,30,0.019390649999998615,0.09476988792370379,-0.009820954166668257,0.05715823624999767,30,-0.010200000000000002,0.06597590991911496,-0.03595124999999999,0.010467083333333328,30,0.5,1.0085838484282528,0.16666666666666666,0.8666666666666667,30,-8.819907407407406,21.484580156115047,-17.371342592592594,-2.005891203703704,True
0.25,0.95,grid_cnn_ppo,noop,30,1.0,0.0,30,1.3119,0.16571352513839394,1.2539166666666666,1.3674179166666667,30,1.4133543385436091,0.05242251836702589,1.3943744369082658,1.4314173192379338,30,-0.21864999999999996,0.027618920856398988,-0.22823069444444444,-0.20861944444444444,30,-0.02369137916666649,0.006820979898073197,-0.02620107229166635,-0.021478472604166365,30,0.9693470060728363,0.008826078771355043,0.9660171138131577,0.972236617754577,30,-0.09345361666666788,0.027374767923023072,-0.10385750166666505,-0.08461207750000102,30,0.0029666666666666665,0.023225629917345003,-0.004883333333333333,0.011566666666666666,30,2.5,0.5085476277156078,2.3333333333333335,2.6666666666666665,30,-91.4949074074074,8.821601226109307,-94.62733796296294,-88.3175925925926,True
0.25,0.95,left_if_safe,baseline1_hdv,30,1.0,0.0,30,1.1859833333333334,0.30986444431488863,1.0717479166666666,1.2869675000000003,30,1.3810807825030287,0.10055291057167758,1.3425278166454364,1.4134442548930377,30,-0.19766388888888892,0.051644074052481434,-0.21423118055555557,-0.17864715277777776,30,-0.025436050000000186,0.02167674317339154,-0.03398561895833348,-0.018908874374999843,30,0.9669680377895948,0.028133571370159288,0.9556449710581808,0.9753308183837737,30,-0.10055821666666635,0.0869732461879922,-0.1345959766666677,-0.07392520291666552,30,0.014400000000000001,0.05805977894407179,-0.00315,0.036850833333333326,30,2.0,0.6948083337796512,1.7333333333333334,2.2333333333333334,30,-88.94722222222222,17.764536271338955,-94.44075231481482,-82.16759259259261,True
0.25,0.95,left_if_safe,baseline2_matched,30,0.9,0.0,30,0.2272166666666668,0.32961463087226195,0.10381291666666677,0.3349837500000002,30,1.0562468357815267,0.08106740250070527,1.025955317801613,1.0820938969349752,30,-0.03786944444444446,0.05493577181204365,-0.05609472222222225,-0.017577361111111148,30,-0.020209450000000167,0.02169409962075325,-0.02888021499999974,-0.01364678718750027,30,0.9735788361296597,0.028335381436342164,0.9623484449735523,0.9821421785119894,30,-0.08061058333333365,0.08705965806561106,-0.11440186750000142,-0.054104406666668686,30,0.02701666666666667,0.05887735401741449,0.009015833333333341,0.04958416666666666,30,0.13333333333333333,0.8193072487266861,-0.16666666666666666,0.4,30,-13.29722222222222,18.23253416631816,-18.79121197089947,-6.082934854497353,True
0.25,0.95,left_if_safe,noop,30,1.0,0.0,30,1.12485,0.32872835316171584,1.0006825000000001,1.23263375,30,1.3549128878026717,0.10480049974956501,1.3161010210802486,1.38867839239683,30,-0.18747499999999997,0.05478805886028599,-0.20573083333333334,-0.16687451388888888,30,-0.028492279166666617,0.021822060085167367,-0.03697306697916654,-0.02189664062500012,30,0.9631489564010225,0.028166632622691895,0.9520387814344673,0.9717003391404059,30,-0.11284426666666648,0.08757088636658687,-0.14697970541666444,-0.08645299874999943,30,0.013166666666666667,0.05844055826713767,-0.0049,0.03625083333333332,30,2.0,0.6948083337796512,1.7333333333333334,2.2333333333333334,30,-82.675,18.60688842414115,-88.41898148148148,-75.22452546296294,True
0.25,0.95,node_mlp_ppo,baseline1_hdv,30,1.0,0.0,30,1.3023833333333334,0.18033693003190818,1.2377483333333337,1.3655004166666667,30,1.418764544667023,0.060385134554367316,1.3969727283655347,1.439781540827394,30,-0.21706388888888886,0.030056155005318025,-0.22717243055555555,-0.20618597222222224,30,-0.01950636666666685,0.0030554449537229574,-0.020604273437500247,-0.018461464270833127,30,0.9746614729939308,0.003966269535802564,0.9732554452576229,0.9759946374870567,30,-0.07672308333333384,0.012324828113148126,-0.08116823166666527,-0.07241813208333457,30,-0.0018166666666666676,0.01575375342978418,-0.00695,0.0042,30,2.3333333333333335,0.47946330148538424,2.1666666666666665,2.5,30,-94.65694444444443,11.060461154605306,-98.53844907407407,-90.61940972222223,True
0.25,0.95,node_mlp_ppo,baseline2_matched,30,0.9,0.0,30,0.34361666666666674,0.19391247062622824,0.2732325,0.4100008333333335,30,1.0847816679806475,0.0479233187358913,1.0680889128594298,1.1011279448258657,30,-0.05726944444444446,0.03231874510437136,-0.06813381944444445,-0.04533048611111112,30,-0.014279766666666834,0.003479421343328777,-0.015534699375000212,-0.013074793750000379,30,0.981326462830433,0.00454030971795056,0.97972916448918,0.9828644430603479,30,-0.056775450000001136,0.014030191473456972,-0.06171687250000069,-0.052053085833335386,30,0.010799999999999999,0.01629872006821606,0.005416666666666666,0.016817083333333326,30,0.4666666666666667,0.5713464637233658,0.26666666666666666,0.6666666666666666,30,-19.006944444444446,10.786793287379595,-22.587020502645505,-15.069120370370372,True
0.25,0.95,node_mlp_ppo,grid_cnn_ppo,30,0.36666666666666664,0.0,30,-0.07064999999999998,0.2192658263072632,-0.14822583333333336,0.005735833333333434,30,0.9853589720850198,0.048273599571838056,0.9680606933750283,1.0020376540893656,30,0.011774999999999996,0.036544304384543876,-0.0009142361111111398,0.024733541666666668,30,0.001128783333333209,0.0065631230310111,-0.0010671633333341117,0.0034892258333331,30,1.001576293606902,0.008863433593429067,0.9986402791774501,1.0047576405460619,30,0.0044444833333339,0.02636866191650438,-0.0045363795833324744,0.014120631666665977,30,-0.0060166666666666676,0.026400915388170413,-0.014884999999999983,0.003249999999999999,30,-0.16666666666666666,0.6989318615762461,-0.4,0.06666666666666667,30,3.110185185185186,11.888746739162842,-0.9601967592592587,7.3018981481481475,False
