requested_density,effective_density_mean,av_fraction,mode,model_preset,runs,flow_all_valid_runs,flow_all_mean,flow_all_std,flow_all_sem,flow_all_ci95_low,flow_all_ci95_high,flow_background_valid_runs,flow_background_mean,flow_background_std,flow_background_sem,flow_background_ci95_low,flow_background_ci95_high,mean_speed_all_valid_runs,mean_speed_all_mean,mean_speed_all_std,mean_speed_all_sem,mean_speed_all_ci95_low,mean_speed_all_ci95_high,mean_speed_background_valid_runs,mean_speed_background_mean,mean_speed_background_std,mean_speed_background_sem,mean_speed_background_ci95_low,mean_speed_background_ci95_high,mean_speed_priority_valid_runs,mean_speed_priority_mean,mean_speed_priority_std,mean_speed_priority_sem,mean_speed_priority_ci95_low,mean_speed_priority_ci95_high,mean_priority_time_loss_valid_runs,mean_priority_time_loss_mean,mean_priority_time_loss_std,mean_priority_time_loss_sem,mean_priority_time_loss_ci95_low,mean_priority_time_loss_ci95_high,stopped_fraction_all_valid_runs,stopped_fraction_all_mean,stopped_fraction_all_std,stopped_fraction_all_sem,stopped_fraction_all_ci95_low,stopped_fraction_all_ci95_high,stopped_fraction_priority_valid_runs,stopped_fraction_priority_mean,stopped_fraction_priority_std,stopped_fraction_priority_sem,stopped_fraction_priority_ci95_low,stopped_fraction_priority_ci95_high,lane_change_rate_all_valid_runs,lane_change_rate_all_mean,lane_change_rate_all_std,lane_change_rate_all_sem,lane_change_rate_all_ci95_low,lane_change_rate_all_ci95_high,rule_requests_valid_runs,rule_requests_mean,rule_requests_std,rule_requests_sem,rule_requests_ci95_low,rule_requests_ci95_high,rule_applied_valid_runs,rule_applied_mean,rule_applied_std,rule_applied_sem,rule_applied_ci95_low,rule_applied_ci95_high,rule_rejected_valid_runs,rule_rejected_mean,rule_rejected_std,rule_rejected_sem,rule_rejected_ci95_low,rule_rejected_ci95_high,active_av_count_mean_valid_runs,active_av_count_mean_mean,active_av_count_mean_std,active_av_count_mean_sem,active_av_count_mean_ci95_low,active_av_count_mean_ci95_high,policy_left_requests_valid_runs,policy_left_requests_mean,policy_left_requests_std,policy_left_requests_sem,policy_left_requests_ci95_low,policy_left_requests_ci95_high,policy_right_requests_valid_runs,policy_right_requests_mean,policy_right_requests_std,policy_right_requests_sem,policy_right_requests_ci95_low,policy_right_requests_ci95_high,policy_stay_actions_valid_runs,policy_stay_actions_mean,policy_stay_actions_std,policy_stay_actions_sem,policy_stay_actions_ci95_low,policy_stay_actions_ci95_high,completed_priority_laps_valid_runs,completed_priority_laps_mean,completed_priority_laps_std,completed_priority_laps_sem,completed_priority_laps_ci95_low,completed_priority_laps_ci95_high,mean_priority_lap_time_valid_runs,mean_priority_lap_time_mean,mean_priority_lap_time_std,mean_priority_lap_time_sem,mean_priority_lap_time_ci95_low,mean_priority_lap_time_ci95_high
0.15,0.15,0.95,baseline2_matched,,30,30,0.6832874583333332,0.0007287656141742083,0.00013305378867244016,0.6830266729075352,0.6835482437591311,30,0.6818908416666666,0.0007302128364840135,0.00013331801410737518,0.6816295383590161,0.6821521449743171,30,4.555249722222221,0.004858437427826023,0.0008870252578158967,4.553511152716902,4.5569882917275395,30,4.5535281580411775,0.004876212597556997,0.0008902705449576093,4.55178322777306,4.555273088309295,30,5.5864666666666665,0.03608632689129977,0.0065884317519567205,5.573553340432832,5.599379992900501,30,0.06892222222222223,0.006014387815216636,0.0010980719586594547,0.0667700011832497,0.07107444326119476,30,0.0003036666666666669,2.0953789697379474e-05,3.825621094158028e-06,0.00029616844932211714,0.0003111648840112166,30,0.00036666666666666667,0.000490132517853561,8.948554539839965e-05,0.00019127499768580337,0.0005420583356475299,30,0.010923472222222223,0.00018131623949250577,3.3103664804018155e-05,0.010858589039206348,0.010988355405238098,30,985.6666666666666,42.07328035155127,7.681494905594505,970.6109366517014,1000.7223966816318,30,985.6666666666666,42.07328035155127,7.681494905594505,970.6109366517014,1000.7223966816318,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,30,11.0,0.0,0.0,11.0,11.0,30,179.04848484848483,1.1979210007521115,0.21870945140703152,178.61981432372704,179.47715537324262
0.15,0.15,0.95,noop,,30,30,0.683833225,0.0007448675032608743,0.00013599357796284457,0.6835666775871928,0.6840997724128072,30,0.6826625124999999,0.0007434861589033123,0.00013574138014140483,0.6823964593949228,0.682928565605077,30,4.558888166666667,0.00496578335506982,0.0009066238530851421,4.5571111839146194,4.560665149418714,30,4.558681218697827,0.004964849141257763,0.0009064532897590099,4.556904570249899,4.560457867145755,30,4.68285,0.027367596621325437,0.004996616671400704,4.673056631324055,4.692643368675945,30,0.219525,0.004561266103554236,0.00083276944523345,0.21789277188734243,0.22115722811265756,30,0.0002683611111111107,2.0423536650090405e-05,3.72881057576267e-06,0.00026105264238261586,0.00027566957983960556,30,0.0014666666666666667,0.0008995528902176073,0.0001642351365470506,0.0011447657990344474,0.001788567534298886,30,0.009027527777777777,0.0002397205112861432,4.37667771760308e-05,0.008941744894512757,0.009113310661042796,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,21.6736,0.6114473699402886,0.1116345057478341,21.454796368734247,21.892403631265754,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,43347.2,1222.8947398805778,223.2690114956683,42909.59273746849,43784.8072625315,30,9.0,0.0,0.0,9.0,9.0,30,213.6259259259259,1.294282325313471,0.23630254178480925,213.1627729440277,214.08907890782413
0.15,0.15,0.95,left_if_safe,,30,30,0.6711103916666665,0.0015332444280043212,0.00027993085312902414,0.6705617271945337,0.6716590561387994,30,0.6696729041666669,0.0015363599511323408,0.0002804996672275726,0.6691231248189009,0.6702226835144329,30,4.474069277777775,0.010221629520029214,0.0018662056875269014,4.470411514630222,4.477727040925328,30,4.471939259877575,0.010259498838946718,0.0018731196475963929,4.468267945368287,4.475610574386864,30,5.74995,0.06260279133360284,0.0114296536587344,5.72754787882888,5.77235212117112,30,0.041675000000000004,0.010433798555600476,0.0019049422764557337,0.03794131313814676,0.045408686861853245,30,0.001142777777777783,0.00044180833410750265,8.066279689481941e-05,0.000984678695863937,0.001300876859691629,30,0.0010333333333333334,0.0029447010659515325,0.0005376263996437207,-2.041440996835924e-05,0.0020870810766350258,30,0.014134055555555556,0.0002934256265899744,5.357194487780555e-05,0.014029054543595057,0.014239056567516055,30,2227.4333333333334,105.35348817796384,19.23482732897488,2189.7330717685427,2265.133594898124,30,2227.4333333333334,105.35348817796384,19.23482732897488,2189.7330717685427,2265.133594898124,30,0.0,0.0,0.0,0.0,0.0,30,12.179133333333334,0.23790594828605072,0.0434354848136425,12.093999783098596,12.264266883568073,30,2227.4333333333334,105.35348817796384,19.23482732897488,2189.7330717685427,2265.133594898124,30,0.0,0.0,0.0,0.0,0.0,30,22130.833333333332,378.5648109530969,69.11616214556332,21995.36565552803,22266.301011138636,30,11.0,0.0,0.0,11.0,11.0,30,174.0090909090909,1.9411915323850064,0.35441146357509606,173.31444444048373,174.70373737769808
0.15,0.15,0.95,graph_ppo,edge-graph,30,30,0.6734207708333331,0.0013890048499372943,0.00025359642959824476,0.6729237218313205,0.6739178198353456,30,0.6720127958333335,0.0014073491357727821,0.0002569456226493845,0.6715091824129407,0.6725164092537264,30,4.489471805555555,0.009260032332918663,0.0016906428639889132,4.486158145542136,4.492785465568973,30,4.487564579855313,0.009397990889968748,0.0017158305352213117,4.4842015520062795,4.4909276077043465,30,5.6319,0.10045211588715744,0.0183399632735064,5.595953671983928,5.667846328016072,30,0.06134999999999999,0.01674201931452624,0.0030566605455844,0.055358945330654566,0.06734105466934541,30,0.0009861388888888953,7.442290211269596e-05,1.3587700760707487e-05,0.0009595069953979087,0.001012770782379882,30,0.0007833333333333334,0.0009067118819016376,0.00016554218362516235,0.00045887065342801515,0.0011077960132386516,30,0.013777166666666667,0.00032220375326909154,5.8826087926103446e-05,0.013661867534331504,0.01389246579900183,30,2352.1666666666665,88.59792296675464,16.175693652332182,2320.4623071080955,2383.8710262252375,30,2347.9,89.6488744472298,16.367570263232082,2315.8195622840653,2379.980437715935,30,4.266666666666667,4.093167842699069,0.7473067863670125,2.801945365387322,5.731387967946011,30,13.60135,0.6380224721747659,0.11648643340177715,13.373036590532516,13.829663409467484,30,1615.5,363.98813451672504,66.4548373130117,1485.248518866497,1745.751481133503,30,736.6666666666666,365.39627362852127,66.71192716489038,605.9112894234815,867.4220439098517,30,24850.533333333333,1256.5837577455334,229.4197565039452,24400.8706105856,25300.196056081066,30,10.9,0.30512857662936466,0.055708601453115555,10.790811141151893,11.009188858848107,30,177.5,3.2747764396295187,0.5978896422571808,176.32813630117593,178.67186369882407
0.15,0.15,0.95,node_mlp_ppo,node-mlp-matched,30,30,0.6719723916666667,0.001542830107656717,0.0002816809507872359,0.6714202970031237,0.6725244863302097,30,0.6705403458333333,0.0015586771868911743,0.0002845742183763306,0.6699825803653158,0.6710981113013509,30,4.479815944444443,0.010285534051044888,0.0018778730052482592,4.476135313354156,4.48349657553473,30,4.477731858653312,0.010408528793931206,0.0019003286702927206,4.474007214459538,4.481456502847086,30,5.728183333333333,0.0830016081411859,0.015153951029377319,5.698481589315754,5.757885077350912,30,0.04530277777777778,0.013833601356864324,0.0025256585048962213,0.040352487108181186,0.05025306844737438,30,0.00102644444444445,0.0001246064558431964,2.274992222536336e-05,0.0009818545968827378,0.0010710342920061623,30,0.00036666666666666667,0.0007648904962570576,0.00013964925960710376,9.295411783674331e-05,0.00064037921549659,30,0.01419686111111111,0.00044732354787276903,8.166973255771922e-05,0.01403678843529798,0.01435693378692424,30,2550.3333333333335,232.33705203244367,42.4187481141403,2467.1925870296186,2633.4740796370484,30,2549.0666666666666,231.16883415602862,42.205461686475864,2466.343961761174,2631.7893715721593,30,1.2666666666666666,2.3770937534400445,0.43399595668791197,0.4160345915583592,2.117298741774974,30,12.302066666666667,0.3283338485321823,0.05994528507785357,12.184573907914073,12.41955942541926,30,286.5,136.64823957633098,24.94844108644222,237.60105547057324,335.39894452942673,30,2263.8333333333335,150.1130799817564,27.406773360861724,2210.1160575460444,2317.5506091206225,30,22053.8,494.9675294121967,90.36829369722064,21876.678144353446,22230.921855646553,30,10.966666666666667,0.18257418583505536,0.03333333333333333,10.901333333333334,11.032,30,174.75,2.689676865627785,0.49106556390137646,173.7875114947533,175.7124885052467
0.15,0.15,0.95,grid_cnn_ppo,grid-cnn-matched,30,30,0.6754342708333335,0.0013018086320690783,0.00023767665111305912,0.6749684245971519,0.6759001170695151,30,0.6740062791666671,0.001300118178349701,0.00023736801790155197,0.67354103785158,0.6744715204817542,30,4.502895138888889,0.008678724213793029,0.0015845110074202433,4.499789497314346,4.506000780463433,30,4.500876655537008,0.008681924396326295,0.001585095278140778,4.497769868791852,4.503983442282164,30,5.711966666666667,0.08114630606814918,0.01481522076391455,5.682928833969394,5.74100449936394,30,0.04800555555555556,0.01352438434469153,0.0024692034606524247,0.0431659167726768,0.05284519433843431,30,0.0009850277777777817,0.00026744807238790014,4.882911406937582e-05,0.0008893227142018051,0.0010807328413537584,30,0.0009833333333333335,0.002383431796053074,0.0004351531196577737,0.00013043321880409702,0.00183623344786257,30,0.016572333333333335,0.00048327498656942545,8.823353720736017e-05,0.01639939560040691,0.01674527106625976,30,6628.066666666667,560.5224123196535,102.33692307156196,6427.486297446405,6828.647035886928,30,6561.266666666666,547.7960817005145,100.0134236201049,6365.2403563712605,6757.292976962072,30,66.8,20.920868973842595,3.819610619861182,59.313563185072084,74.28643681492791,30,13.887916666666666,0.49455497381629565,0.09029297169518731,13.710942442144098,14.064890891189233,30,2923.8,321.2329050865506,58.64883610960659,2808.8482812251714,3038.751718774829,30,3704.266666666667,248.00680376280744,45.27964027854891,3615.518571720711,3793.014761612623,30,21147.766666666666,591.362697699039,107.96756306562402,20936.150243058044,21359.38309027529,30,10.966666666666667,0.18257418583505536,0.03333333333333333,10.901333333333334,11.032,30,175.14212121212122,2.4613564892301008,0.44938015707101586,174.26133610426203,176.02290631998042
0.15,0.15,1.0,baseline1_hdv,,30,30,0.6841732958333335,0.0006608995196625253,0.00012066319172116472,0.6839367959775601,0.684409795689107,30,0.682986895833333,0.0006567520658145653,0.00011990597371158497,0.6827518801248583,0.6832219115418078,30,4.561155305555555,0.004405996797747943,0.0008044212781406918,4.5595786398503995,4.562731971260711,30,4.5608473845297715,0.00438565653298596,0.0008007076708621033,4.559277997494882,4.562416771564661,30,4.7456,0.029438246293344114,0.005374663849419138,4.735065658855138,4.756134341144861,30,0.20906666666666668,0.0049063743822240205,0.0008957773082365233,0.2073109431425231,0.21082239019081025,30,0.00025127777777777724,1.9075537148316748e-05,3.482700664220284e-06,0.0002444516844759055,0.000258103871079649,30,0.0016,0.001020479941177105,0.00018631329442141513,0.0012348259429340264,0.0019651740570659736,30,0.009332444444444445,0.00022071244070392013,4.0296394165186156e-05,0.00925346351188068,0.00941142537700821,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,30,9.0,0.0,0.0,9.0,9.0,30,210.80370370370372,1.2644005181730118,0.23084689517485976,210.351243789161,211.25616361824643
0.15,0.15,1.0,baseline2_matched,,30,30,0.682784783333333,0.0006952650418197978,0.0001269374489498253,0.6825359859333914,0.6830335807332747,30,0.6813347375000002,0.0006961235517489535,0.0001270941907011722,0.6810856328862259,0.6815838421137744,30,4.551898555555558,0.00463510027879653,0.0008462496596651146,4.550239906222614,4.553557204888501,30,4.549814607679465,0.004648571297155232,0.0008487091198743237,4.548151137804512,4.551478077554419,30,5.800183333333334,0.016568293012055743,0.0030249426073527146,5.794254445822922,5.806112220843746,30,0.03330277777777777,0.002761382168675957,0.0005041571012254524,0.03231462985937589,0.034290925696179655,30,0.0003189444444444449,3.48271135989587e-05,6.35853191031487e-06,0.00030648172190022774,0.00033140716698866203,30,8.333333333333333e-05,0.00018952451089472585,3.460228327239165e-05,1.5512858119445696e-05,0.00015115380854722096,30,0.011185277777777778,0.00022883589852700458,4.1779527863401204e-05,0.011103389903165513,0.011267165652390044,30,1026.3,106.24082921882457,19.39683289706806,988.2822075217466,1064.3177924782533,30,1026.3,106.24082921882457,19.39683289706806,988.2822075217466,1064.3177924782533,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,30,11.0,0.0,0.0,11.0,11.0,30,172.3878787878788,0.5024495898959673,0.0917343247984137,172.20807951127392,172.5676780644837
0.15,0.15,1.0,noop,,30,30,0.6839037208333331,0.0005321602421883314,9.715872295132049e-05,0.6837132897363485,0.6840941519303176,30,0.6827317083333332,0.0005315975468978886,9.705598931679468e-05,0.6825414785942723,0.6829219380723941,30,4.559358138888888,0.0035477349479188544,0.0006477248196748574,4.558088598242326,4.560627679535451,30,4.5591432943795205,0.0035499001462308668,0.0006481201289938445,4.557872978926692,4.560413609832349,30,4.6880500000000005,0.02991982101642944,0.0054625869624051835,4.677343329553686,4.698756670446315,30,0.21865833333333332,0.004986636836071581,0.0009104311604008654,0.21687388825894763,0.220442778407719,30,0.000266833333333333,2.4944766571574864e-05,4.554270447650786e-06,0.0002579069632559375,0.0002757597034107285,30,0.0012833333333333334,0.0008060475443037842,0.00014716347414560913,0.0009948929240079394,0.0015717737426587273,30,0.008922055555555556,0.0001946611080794591,3.5540093321356965e-05,0.008852396972645697,0.008991714138465416,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,23.05548333333333,0.4144530563520314,0.07566842933032246,22.9071732118459,23.20379345482076,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,46110.96666666667,828.906112704063,151.33685866064496,45814.3464236918,46407.58690964153,30,9.0,0.0,0.0,9.0,9.0,30,213.4037037037037,1.3357205109539216,0.2438680847905964,212.92572225751414,213.8816851498933
0.15,0.15,1.0,left_if_safe,,30,30,0.6667281749999995,0.0032161126750776432,0.0005871791532061027,0.6655773038597155,0.6678790461402835,30,0.6652422875000001,0.003206451330499146,0.0005854152410856117,0.6640948736274723,0.666389701372528,30,4.444854499999999,0.02144075116718189,0.003914527688040246,4.43718202573144,4.452526974268558,30,4.442352504173624,0.021412028918192598,0.003909283746815675,4.434690308029865,4.450014700317383,30,5.94355,0.06649427639356227,0.012140138375245774,5.919755328784518,5.967344671215482,30,0.009408333333333333,0.011082379398927046,0.0020233563958742956,0.005442554797419713,0.013374111869246953,30,0.001894194444444431,0.0023843706998407277,0.00043532453925238207,0.001040958347509762,0.0027474305413791,30,0.002433333333333334,0.008149183726134714,0.0014878305840193282,-0.00048281461134454945,0.005349481278011217,30,0.015428361111111111,0.0002893785026296244,5.283304451577111e-05,0.0153248083438602,0.015531913878362023,30,2738.9666666666667,84.22526581910472,15.377359333664161,2708.827042372685,2769.1062909606485,30,2738.9666666666667,84.22526581910472,15.377359333664161,2708.827042372685,2769.1062909606485,30,0.0,0.0,0.0,0.0,0.0,30,13.446783333333334,0.3536771780372147,0.0645723228285844,13.320221580589308,13.57334508607736,30,2738.9666666666667,84.22526581910472,15.377359333664161,2708.827042372685,2769.1062909606485,30,0.0,0.0,0.0,0.0,0.0,30,24154.6,650.9895703386155,118.85389079168525,23921.646374048294,24387.553625951703,30,11.033333333333333,0.18257418583505536,0.03333333333333333,10.968,11.098666666666666,30,168.35858585858585,1.9898110262441944,0.3632881280821498,167.64654112754485,169.07063058962686
0.15,0.15,1.0,graph_ppo,edge-graph,30,30,0.6673923916666666,0.0008340271561086031,0.00015227182899085485,0.6670939388818445,0.6676908444514887,30,0.6658935499999998,0.0008340008770565625,0.000152267031114324,0.6655951066190158,0.6661919933809839,30,4.44928261111111,0.005560181040723018,0.0010151455266055158,4.447292925878964,4.451272296343257,30,4.4467015025041725,0.005569287993697938,0.00101680822113035,4.444708558390757,4.448694446617588,30,5.9953666666666665,0.004960070448146411,0.0009055808237548492,5.993591728252107,5.997141605081226,30,0.000772222222222226,0.0008266784080243939,0.00015093013729247342,0.0004763991531289781,0.001068045291315474,30,0.0013200277777777735,8.122342870360592e-05,1.4829301366292517e-05,0.00129096234709984,0.001349093208455707,30,0.0,0.0,0.0,0.0,0.0,30,0.01546775,0.0002371677096688727,4.330070149915922e-05,0.015382880625061648,0.015552619374938353,30,2804.5666666666666,29.33008733346196,5.354916815377887,2794.071029708526,2815.062303624807,30,2804.1666666666665,28.731915851640437,5.245706144094575,2793.885082624241,2814.448250709092,30,0.4,1.610311599745795,0.2940013292643341,-0.17624260535809477,0.9762426053580948,30,13.488966666666666,0.057967579127345556,0.010583383564004263,13.468223234881219,13.509710098452114,30,1404.5,1413.916442685547,258.1446433621115,898.5364990102614,1910.4635009897386,30,1400.0666666666666,1422.5962165710616,259.7293460124917,890.9971484821829,1909.1361848511503,30,24173.366666666665,105.76045911702387,19.30912971683229,24135.520772421674,24211.212560911656,30,11.066666666666666,0.2537081317024624,0.04632055558531008,10.975878377719459,11.157454955613874,30,166.82929292929293,0.15481942101254448,0.02826602974281997,166.773891510997,166.88469434758886
0.15,0.15,1.0,node_mlp_ppo,node-mlp-matched,30,30,0.6700156416666666,0.0013422694573180032,0.00024506375334109606,0.669535316710118,0.6704959666232152,30,0.6685253416666664,0.0013320328307562799,0.0002431948095808919,0.6680486798398879,0.669002003493445,30,4.46677094444444,0.00894846304878765,0.0016337583556074824,4.46356877806745,4.469973110821431,30,4.464276071229828,0.008895043944950907,0.001624005406216451,4.461093020633644,4.467459121826012,30,5.961200000000001,0.05117491977319657,0.00934321931276564,5.94288729014698,5.979512709853021,30,0.006466666666666668,0.008529153295532764,0.0015572032187942738,0.003414548357829892,0.009518784975503444,30,0.0011028055555555587,0.0001258441769198005,2.297589814321524e-05,0.0010577727951948568,0.0011478383159162606,30,0.00030000000000000003,0.0010136992684699696,0.0001850753186224959,-6.274762450009198e-05,0.000662747624500092,30,0.016086916666666666,0.0009831371845571725,0.00017949547103469435,0.015735105543438665,0.016438727789894667,30,4488.333333333333,1626.8635856877434,297.02329462163857,3906.1676758749213,5070.498990791744,30,4484.533333333334,1621.7544721122529,296.09050237025457,3904.195948687635,5064.870717979033,30,3.8,6.332183803723478,1.156093302522738,1.5340571270554335,6.065942872944566,30,13.517883333333334,0.28241207613543434,0.05156115487041459,13.416823469787321,13.618943196879346,30,1317.3666666666666,1083.6591741627653,197.84819144545534,929.5842114335742,1705.149121899759,30,3170.9666666666667,548.1371891788766,100.07570104024911,2974.8182926277786,3367.1150407055547,30,22547.433333333334,1113.3447488918505,203.26801108266378,22149.028031611313,22945.838635055356,30,11.0,0.0,0.0,11.0,11.0,30,167.8121212121212,1.469929098646915,0.26837110842071726,167.2861138396166,168.33812858462582
0.15,0.15,1.0,grid_cnn_ppo,grid-cnn-matched,30,30,0.6709187291666666,0.008903010744996526,0.0016254599382484905,0.6677328276876996,0.6741046306456336,30,0.6694394458333335,0.008869218380908076,0.0016192903248876,0.6662656367965538,0.6726132548701131,30,4.472791527777778,0.059353404966641696,0.010836399588322939,4.451552184584665,4.4940308709708905,30,4.470380272676682,0.05922683392926783,0.010813290984224106,4.449186222347603,4.491574323005761,30,5.917133333333334,0.13810147027441105,0.0252137634979747,5.867714356877304,5.966552309789364,30,0.013811111111111107,0.02301691171240184,0.004202293916329116,0.005574615035106039,0.022047607187116174,30,0.003311472222222184,0.008192838510454999,0.001495800820724409,0.00037970261360234254,0.0062432418308420255,30,0.0064,0.02049112507639714,0.003741150477667495,-0.00093265493622829,0.01373265493622829,30,0.01884472222222222,0.0016728858152396835,0.00030542576571239807,0.01824608772142592,0.019443356723018522,30,9000.633333333333,2968.7506890985287,542.0172400094235,7938.279542914863,10062.987123751804,30,8813.7,2815.0993631021147,513.9644742631515,7806.329630444224,9821.070369555777,30,186.93333333333334,160.58834357435168,29.319286082687405,129.46753261126602,244.39913405540065,30,15.694483333333332,1.7852782333301156,0.3259457199392919,15.05562972225232,16.333336944414345,30,4261.933333333333,1902.8758622480966,347.4160112951252,3580.997951194888,4942.868715471779,30,4738.7,1068.3638199247193,195.05565459838533,4356.390916987165,5121.009083012835,30,22388.333333333332,1843.028436050826,336.489416182835,21728.814077614974,23047.85258905169,30,10.966666666666667,0.18257418583505536,0.03333333333333333,10.901333333333334,11.032,30,169.2121212121212,4.39398623547259,0.802228459511848,167.63975343147797,170.7844889927644
0.2,0.2,0.9,baseline1_hdv,,30,30,0.7861719041666667,0.0013199422150865028,0.00024098737526873779,0.78569956891114,0.7866442394221934,30,0.7851723666666668,0.001316400834160349,0.00024034081052941346,0.7847012986780292,0.7856434346553044,30,3.9308595208333332,0.0065997110754330715,0.0012049368763437907,3.9284978445556993,3.933221197110967,30,3.9307753024614125,0.00659024197326915,0.0012032080627256238,3.9284170146584705,3.9331335902643545,30,3.9981500000000003,0.04151093541009035,0.007578825235748815,3.9832955025379326,4.0130044974620676,30,0.33364166666666667,0.006918489235015053,0.0012631375392914684,0.33116591708965537,0.33611741624367797,30,0.0037611458333333537,0.00015428270863783312,2.8168039917979446e-05,0.003705936475094114,0.0038163551915725933,30,0.0054666666666666665,0.0017317189652806381,0.000316167180181237,0.004846978993511442,0.0060863543398218915,30,0.03067429166666667,0.00017588720098763374,3.211246251912398e-05,0.030611351240129186,0.030737232093204152,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,30,7.533333333333333,0.5074162634049248,0.09264111117062016,7.351756755438918,7.714909911227749,30,250.2565476190476,2.630912142400833,0.4803366424023933,249.3150877999389,251.1980074381563
0.2,0.2,0.9,baseline2_matched,,30,30,0.7820078874999999,0.00154183276253204,0.0002814988613131015,0.7814561497318263,0.7825596252681736,30,0.7808059000000002,0.001542834781545572,0.00028168180411868835,0.7802538036639275,0.7813579963360728,30,3.910039437499999,0.007709163812664191,0.001407494306566236,3.9072807486591294,3.912798126340869,30,3.9089156445556976,0.0077238286935947115,0.001410171735262494,3.9061517079545833,3.911679581156812,30,4.80795,0.059561088605414876,0.010874317259583214,4.786636338171217,4.829263661828783,30,0.19867500000000002,0.009926848100902474,0.0018123862099305348,0.19512272302853617,0.20222727697146387,30,0.004094083333333354,0.000185457389303115,3.385973185911113e-05,0.004027718258889496,0.004160448407777212,30,0.002033333333333333,0.0010416609195243757,0.00019018039429835804,0.0016605797605085515,0.002406086906158115,30,0.0321051875,0.00022283786037180986,4.068444093060893e-05,0.03202544599577601,0.03218492900422399,30,1484.9,66.69092374787462,12.176041105855969,1461.0349594325223,1508.7650405674779,30,1484.9,66.69092374787462,12.176041105855969,1461.0349594325223,1508.7650405674779,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,30,9.0,0.0,0.0,9.0,9.0,30,207.77777777777777,2.3769862971755673,0.4339763379479122,206.92718415539986,208.6283714001557
0.2,0.2,0.9,noop,,30,30,0.7875060208333332,0.0016574904002178345,0.0003026149603491912,0.7869128955110488,0.7880991461556176,30,0.7865031041666665,0.0016543567061190294,0.00030204282870044575,0.7859111002224136,0.7870951081109193,30,3.9375301041666666,0.008287452001089513,0.0015130748017460182,3.934564477555244,3.940495730778089,30,3.937437317480187,0.00828213620084556,0.0015121042738444168,3.9344735931034522,3.940401041856922,30,4.011666666666667,0.03651955860795067,0.006667528679902181,3.9985983104540583,4.024735022879275,30,0.3313888888888889,0.006086593101325113,0.001111254779983697,0.3292108295201209,0.3335669482576569,30,0.0037078958333333525,0.00016957759096366626,3.096049060606141e-05,0.0036472132717454723,0.0037685783949212327,30,0.0042,0.0016273524086899448,0.000297112541083283,0.003617659419476765,0.004782340580523234,30,0.029378458333333333,0.00019769848530515867,3.6094639995413e-05,0.029307712838942325,0.02944920382772434,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,29.149933333333333,1.0241688197091177,0.18698678841604177,28.783439228037892,29.516427438628774,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,58299.86666666667,2048.337639418236,373.97357683208367,57566.878456075785,59032.85487725755,30,7.6,0.49827287912243984,0.09097176522946841,7.421695340150242,7.778304659849757,30,249.09285714285716,2.238979186443193,0.4087798020665006,248.29164873080683,249.89406555490748
