requested_density,effective_density,density_index,run_index,mode,model_preset,priority_vehicle_id,av_fraction,av_vehicle_count,scenario_seed,warmup_rng_seed,assignment_seed,av_selection_seed,measurement_rng_seed,backend_requested,warmup_backend,measurement_backend,num_lanes,road_length,warmup_steps,measure_steps,measurement_steps,vehicle_count,priority_vehicle_count,density,flow_all,flow_background,flow_priority,mean_speed_all,mean_speed_background,mean_speed_priority,worst_priority_mean_speed,mean_priority_time_loss,worst_priority_time_loss,stopped_fraction_all,stopped_fraction_background,stopped_fraction_priority,lane_change_rate_all,lane_change_rate_background,lane_change_rate_priority,completed_priority_laps,mean_priority_lap_time,rule_detections,rule_requests,rule_applied,rule_rejected,rule_blocked_no_safe_lane,rule_cooldown_suppressed,per_priority_vehicle,active_av_count_mean,active_av_count_max,policy_left_requests,policy_right_requests,policy_stay_actions
0.1,0.1,0,0,baseline1_hdv,node-mlp-matched,168,1.0,399,410012,410098,411001,412001,410194,optimized,optimized,optimized,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.46797937499999914,0.46671724999999986,0.001262125000000006,4.679793750000011,4.678869674185433,5.0485,5.0485,0.1585833333333334,0.1585833333333334,8.750000000000001e-06,8.771929824561403e-06,0.0,0.000605,0.00041604010025062655,0.076,10,198.2,0,0,0,0,0,0,"{""168"":{""completed_laps"":10,""distance"":10097.0,""mean_lap_time"":198.2,""mean_speed"":5.0485,""time_loss"":0.1585833333333334}}",0.0,0,,,
0.1,0.1,0,0,baseline2_matched,node-mlp-matched,168,1.0,399,410012,410098,411001,412001,410194,optimized,optimized,optimized;optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4706496250000014,0.4691613749999993,0.0014882500000000284,4.706496249999992,4.703372180451137,5.953,5.953,0.007833333333333248,0.007833333333333248,1.75e-05,1.7543859649122806e-05,0.0,0.00142375,0.0014273182957393483,0.0,11,168.0909090909091,462,424,424,0,38,0,"{""168"":{""completed_laps"":11,""distance"":11906.0,""mean_lap_time"":168.0909090909091,""mean_speed"":5.953,""time_loss"":0.007833333333333248}}",0.0,0,,,
0.1,0.1,0,0,policy_noop,node-mlp-matched,168,1.0,399,410012,410098,411001,412001,410194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4683678749999994,0.4671191250000008,0.0012487500000000042,4.6836787500000145,4.682898496240579,4.995,4.995,0.16749999999999998,0.16749999999999998,8.750000000000001e-06,3.7593984962406014e-06,0.002,0.00038125,0.0002130325814536341,0.0675,9,200.44444444444446,0,0,0,0,0,0,"{""168"":{""completed_laps"":9,""distance"":9990.0,""mean_lap_time"":200.44444444444446,""mean_speed"":4.995,""time_loss"":0.16749999999999998}}",16.489,20,0,0,32978
0.1,0.1,0,0,left_if_safe,node-mlp-matched,168,1.0,399,410012,410098,411001,412001,410194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.46485700000000035,0.46335737500000057,0.0014996250000000291,4.64857,4.645186716791964,5.9985,5.9985,0.00024999999999997247,0.00024999999999997247,0.0005724999999999954,0.0005739348370927279,0.0,0.00454125,0.004552631578947368,0.0,11,166.72727272727272,0,1444,1444,0,0,0,"{""168"":{""completed_laps"":11,""distance"":11997.0,""mean_lap_time"":166.72727272727272,""mean_speed"":5.9985,""time_loss"":0.00024999999999997247}}",10.0035,15,1444,0,18563
0.1,0.1,0,0,nongraph_ppo,node-mlp-matched,168,1.0,399,410012,410098,411001,412001,410194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4642267499999998,0.46272937500000183,0.0014973750000000293,4.6422674999999884,4.638890977443605,5.9895,5.9895,0.0017500000000000293,0.0017500000000000293,0.0005774999999999956,0.0005789473684210491,0.0,0.00466875,0.004680451127819549,0.0,11,167.0,0,1482,1482,0,0,0,"{""168"":{""completed_laps"":11,""distance"":11979.0,""mean_lap_time"":167.0,""mean_speed"":5.9895,""time_loss"":0.0017500000000000293}}",10.0115,15,1,1481,18541
0.1,0.1,0,1,baseline1_hdv,node-mlp-matched,365,1.0,399,420012,420098,421001,422001,420194,optimized,optimized,optimized,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4683737500000001,0.46711450000000004,0.0012592500000000056,4.683737499999994,4.682852130325814,5.037,5.037,0.16049999999999998,0.16049999999999998,1e-05,5.012531328320802e-06,0.002,0.000485,0.00029448621553884713,0.0765,10,198.6,0,0,0,0,0,0,"{""365"":{""completed_laps"":10,""distance"":10074.0,""mean_lap_time"":198.6,""mean_speed"":5.037,""time_loss"":0.16049999999999998}}",0.0,0,,,
0.1,0.1,0,1,baseline2_matched,node-mlp-matched,365,1.0,399,420012,420098,421001,422001,420194,optimized,optimized,optimized;optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.47034175000000034,0.46885587500000053,0.0014858750000000301,4.703417499999999,4.700309523809528,5.9435,5.9435,0.009416666666666629,0.009416666666666629,2.8750000000000008e-05,2.882205513784461e-05,0.0,0.0018,0.0018045112781954887,0.0,11,168.36363636363637,590,378,378,0,212,0,"{""365"":{""completed_laps"":11,""distance"":11887.0,""mean_lap_time"":168.36363636363637,""mean_speed"":5.9435,""time_loss"":0.009416666666666629}}",0.0,0,,,
0.1,0.1,0,1,policy_noop,node-mlp-matched,365,1.0,399,420012,420098,421001,422001,420194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.46808799999999967,0.4668376249999991,0.001250375000000004,4.68087999999999,4.6800764411027735,5.0015,5.0015,0.16641666666666666,0.16641666666666666,2.125e-05,1.5037593984962406e-05,0.0025,0.00047625,0.00028195488721804513,0.078,10,200.0,0,0,0,0,0,0,"{""365"":{""completed_laps"":10,""distance"":10003.0,""mean_lap_time"":200.0,""mean_speed"":5.0015,""time_loss"":0.16641666666666666}}",16.5945,21,0,0,33189
0.1,0.1,0,1,left_if_safe,node-mlp-matched,365,1.0,399,420012,420098,421001,422001,420194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4638002500000007,0.46230075000000115,0.001499500000000029,4.638002500000002,4.634593984962395,5.998,5.998,0.0003333333333332966,0.0003333333333332966,0.0004424999999999974,0.0004436090225563889,0.0,0.0047475,0.004759398496240601,0.0,11,166.72727272727272,0,1454,1454,0,0,0,"{""365"":{""completed_laps"":11,""distance"":11996.0,""mean_lap_time"":166.72727272727272,""mean_speed"":5.998,""time_loss"":0.0003333333333332966}}",10.041,16,1454,0,18628
0.1,0.1,0,1,nongraph_ppo,node-mlp-matched,365,1.0,399,420012,420098,421001,422001,420194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4639741249999997,0.46248262500000115,0.001491500000000029,4.639741250000003,4.6364172932330785,5.966,5.966,0.005666666666666598,0.005666666666666598,0.0005324999999999958,0.0005338345864661612,0.0,0.004605,0.004615288220551379,0.0005,11,167.72727272727272,0,1476,1476,0,0,0,"{""365"":{""completed_laps"":11,""distance"":11932.0,""mean_lap_time"":167.72727272727272,""mean_speed"":5.966,""time_loss"":0.005666666666666598}}",10.041,16,3,1473,18606
0.1,0.1,0,2,baseline1_hdv,node-mlp-matched,200,1.0,399,430012,430098,431001,432001,430194,optimized,optimized,optimized,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4688112500000007,0.4675517499999997,0.0012595000000000035,4.688112500000001,4.687235588972431,5.038,5.038,0.16033333333333333,0.16033333333333333,8.750000000000001e-06,6.265664160401002e-06,0.001,0.00053625,0.00034711779448621556,0.076,10,198.5,0,0,0,0,0,0,"{""200"":{""completed_laps"":10,""distance"":10076.0,""mean_lap_time"":198.5,""mean_speed"":5.038,""time_loss"":0.16033333333333333}}",0.0,0,,,
0.1,0.1,0,2,baseline2_matched,node-mlp-matched,200,1.0,399,430012,430098,431001,432001,430194,optimized,optimized,optimized;optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.46984274999999937,0.46835250000000084,0.0014902500000000287,4.698427500000004,4.695263157894773,5.961,5.961,0.00649999999999995,0.00649999999999995,2.6250000000000004e-05,2.631578947368421e-05,0.0,0.001735,0.0017393483709273183,0.0,11,167.8181818181818,508,342,342,0,166,0,"{""200"":{""completed_laps"":11,""distance"":11922.0,""mean_lap_time"":167.8181818181818,""mean_speed"":5.961,""time_loss"":0.00649999999999995}}",0.0,0,,,
0.1,0.1,0,2,policy_noop,node-mlp-matched,200,1.0,399,430012,430098,431001,432001,430194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4679847500000005,0.4667282499999997,0.0012565000000000054,4.679847499999995,4.678979949874705,5.026,5.026,0.16233333333333333,0.16233333333333333,5e-06,3.7593984962406014e-06,0.0005,0.00049625,0.0003208020050125313,0.0705,10,199.1,0,0,0,0,0,0,"{""200"":{""completed_laps"":10,""distance"":10052.0,""mean_lap_time"":199.1,""mean_speed"":5.026,""time_loss"":0.16233333333333333}}",16.7045,20,0,0,33409
0.1,0.1,0,2,left_if_safe,node-mlp-matched,200,1.0,399,430012,430098,431001,432001,430194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4631963750000003,0.4617072500000008,0.0014891250000000284,4.63196375,4.628644110275679,5.9565,5.9565,0.007249999999999979,0.007249999999999979,0.0006299999999999938,0.000625313283208015,0.0025,0.00463,0.004640350877192983,0.0005,11,168.0,0,1484,1484,0,0,0,"{""200"":{""completed_laps"":11,""distance"":11913.0,""mean_lap_time"":168.0,""mean_speed"":5.9565,""time_loss"":0.007249999999999979}}",10.047,26,1484,0,18610
0.1,0.1,0,2,nongraph_ppo,node-mlp-matched,200,1.0,399,430012,430098,431001,432001,430194,optimized,optimized,optimized+optimized-override,4,1000,1000,2000,2000,400,1,0.09999999999999647,0.4646892500000011,0.4631897500000007,0.0014995000000000292,4.646892499999995,4.64350626566414,5.998,5.998,0.0003333333333332966,0.0003333333333332966,0.0005499999999999958,0.0005513784461152845,0.0,0.0063275,0.006343358395989975,0.0,11,166.72727272727272,0,3258,3258,0,0,0,"{""200"":{""completed_laps"":11,""distance"":11996.0,""mean_lap_time"":166.72727272727272,""mean_speed"":5.998,""time_loss"":0.0003333333333332966}}",10.264,19,1190,2068,17270
